Order,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,NeighborhoodClass,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice
1383,7703,1034,6,2,2,504.0,311,1.5,30,30,450.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,153000
1384,9981,1073,5,2,2,270.0,90,1.0,41,41,221.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120000
1385,7400,1126,5,2,2,506.0,178,2.0,24,24,1060.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,152000
1386,12900,1258,4,2,2,400.0,120,3.0,39,39,1198.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,108959
1387,12900,1140,5,2,2,400.0,190,2.0,88,58,1300.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,95541
1388,9000,1006,5,2,2,0.0,24,1.0,49,49,288.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,80000
1389,8544,1228,5,2,3,271.0,65,1.5,42,2,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,149350
1390,9239,960,5,2,3,300.0,168,2.0,45,5,634.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144900
1391,14175,1188,6,2,2,621.0,422,2.0,52,52,776.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,185000
1392,13284,1383,5,2,2,354.0,627,2.0,54,54,1064.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,165000
1393,13500,1252,6,2,2,564.0,409,2.0,48,33,1509.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,235000
1394,13825,1601,5,2,2,300.0,314,1.5,50,21,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,140000
1395,10200,672,5,2,2,240.0,168,1.0,68,11,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
1396,10532,1721,5,2,2,626.0,134,3.0,48,48,988.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,145000
1397,8375,1350,5,2,3,627.0,0,2.5,67,35,336.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,152400
1398,10200,904,5,2,3,912.0,143,1.0,38,38,704.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144000
1399,2887,1291,6,2,3,431.0,307,2.0,12,11,1003.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
1400,10005,2022,7,2,2,505.0,405,2.5,31,31,392.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,192000
1401,20270,1524,7,2,2,478.0,140,3.0,29,29,599.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,245000
1402,39104,1363,7,2,2,439.0,81,2.0,54,3,1289.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,241500
1403,53227,1663,4,2,3,529.0,361,2.0,54,14,1116.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,256000
1404,11512,1357,6,2,4,312.0,163,2.0,49,2,719.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,177000
1405,5190,1079,7,2,2,249.0,135,1.0,60,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125600
1406,10452,1094,6,2,2,495.0,287,1.0,55,55,500.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,155000
1407,45600,2358,6,2,2,360.0,701,3.0,100,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,240000
1408,19550,1518,5,2,1,0.0,39,2.0,68,1,1035.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,260000
1409,21780,1674,6,2,2,396.0,252,2.0,90,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,185000
1410,13728,2108,6,2,3,540.0,90,2.0,73,22,626.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,235000
1411,9571,1509,5,2,3,322.0,734,2.0,52,52,870.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,159900
1412,9350,864,5,2,2,0.0,0,2.0,33,33,864.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,99600
1413,9360,1269,6,3,2,280.0,236,1.5,46,7,324.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,134500
1414,8405,1367,5,2,2,384.0,242,2.0,108,58,632.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,119000
1415,7000,1347,5,2,2,0.0,233,2.0,98,17,969.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,107500
1416,10880,1164,5,2,2,240.0,48,2.0,58,58,1040.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,125000
1417,9600,1096,6,2,2,0.0,136,1.0,84,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,79000
1418,9084,1111,5,2,2,200.0,48,1.5,67,58,616.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,95000
1419,11839,2329,7,2,3,514.0,313,3.5,18,18,1085.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,262280
1420,9771,2814,6,3,3,614.0,296,3.0,13,6,779.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,260000
1421,9938,1626,7,3,3,534.0,464,3.5,14,14,1271.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,226500
1422,14171,2200,7,3,3,453.0,266,2.5,15,14,355.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,225000
1423,10541,2037,7,3,3,472.0,133,2.5,12,12,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,229000
1424,10616,1356,7,3,3,484.0,124,2.5,1,1,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,177439
1425,9345,1615,8,3,3,864.0,198,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,248500
1426,11778,2276,9,3,4,1348.0,325,3.0,0,0,2085.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,475000
1427,11778,1766,9,4,4,874.0,252,3.5,0,0,1153.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,395039
1428,11228,2097,7,3,3,678.0,383,3.0,15,15,581.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,228000
1429,11454,1511,8,3,3,811.0,210,3.0,13,13,770.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,225000
1430,11500,1643,6,2,2,438.0,339,3.0,42,42,985.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,195000
1431,12798,1688,6,2,3,603.0,702,3.5,11,11,462.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200000
1432,9750,990,5,2,2,528.0,168,2.0,14,14,722.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,155000
1433,9525,1099,5,2,3,352.0,278,1.5,13,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,144000
1434,9245,990,5,2,2,672.0,0,1.5,14,13,686.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,145000
1435,8696,1418,7,2,3,558.0,318,3.0,11,10,1308.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,226001
1436,13142,1771,6,2,3,600.0,96,3.5,11,11,688.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215700
1437,8998,1652,7,3,3,532.0,70,2.5,8,8,527.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,207500
1438,9179,1790,7,3,3,588.0,88,3.5,9,9,633.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,193000
1439,8924,1724,7,2,3,527.0,275,2.5,10,9,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,188000
1440,9382,1479,7,3,3,577.0,145,2.0,9,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,191000
1441,12803,1494,7,3,3,530.0,228,3.0,6,6,922.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,221000
1442,12435,1792,7,3,3,564.0,341,2.5,7,7,361.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,231500
1443,12192,1823,7,3,3,626.0,228,3.5,8,7,663.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,235000
1444,11250,1786,7,3,3,608.0,42,3.5,7,6,486.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,223500
1445,9200,938,5,2,2,308.0,145,2.0,33,28,771.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,130250
1446,8385,985,5,3,2,328.0,210,2.0,31,31,595.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149900
1447,12250,1174,5,2,2,528.0,491,2.0,30,30,781.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,158000
1448,10970,1026,6,2,2,576.0,34,2.0,30,30,940.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,147000
1449,9216,1076,5,2,2,576.0,0,1.5,33,33,294.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,143195
1450,14330,1558,5,2,2,440.0,606,3.0,33,7,684.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,163000
1451,7990,924,5,2,2,280.0,0,1.0,33,33,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,110000
1452,7180,864,5,2,2,352.0,0,1.0,36,36,390.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,127000
1453,7200,780,5,2,2,352.0,196,1.0,36,36,632.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,124900
1454,9742,1795,8,3,3,534.0,330,2.0,6,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230000
1455,9473,2031,8,3,3,577.0,211,3.5,6,6,804.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,237000
1456,10316,1865,7,3,3,839.0,184,3.5,8,8,735.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,235000
1457,10400,2161,7,3,3,570.0,84,2.5,7,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230500
1458,9066,1852,8,3,3,660.0,330,2.5,9,8,668.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230000
1459,11404,2031,7,3,3,541.0,276,2.5,10,9,252.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,222500
1460,9240,2263,8,3,3,905.0,234,2.5,7,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,287000
1461,9720,1947,9,3,3,725.0,284,3.5,7,6,1194.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,274000
1462,14860,1786,8,3,3,715.0,217,3.0,6,5,1538.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,300000
1463,11250,2290,8,3,3,779.0,0,2.5,6,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,255900
1464,8158,1768,7,3,3,543.0,63,3.5,5,5,550.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,224900
1465,10905,2327,7,3,3,596.0,57,2.5,5,5,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,240000
1466,7226,1640,7,3,3,595.0,45,2.5,5,5,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,183000
1467,11690,1764,8,3,3,560.0,149,2.5,9,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,207000
1468,8750,1908,7,3,3,493.0,277,3.5,14,13,642.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,210000
1469,4435,848,6,3,3,420.0,140,2.0,5,5,686.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,136500
1470,4426,848,6,3,3,420.0,140,2.0,4,4,662.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,145000
1471,13125,1493,6,2,3,508.0,179,3.0,11,10,994.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,208900
1472,10126,1838,6,2,2,721.0,227,4.0,11,10,1755.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,185000
1473,9135,1536,7,3,3,532.0,266,3.0,6,5,810.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,214000
1474,8450,1710,7,3,3,548.0,61,3.5,5,5,706.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,208500
1475,9750,1445,7,3,3,470.0,35,2.0,4,4,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,186500
1476,8450,1436,7,3,3,484.0,237,3.0,4,4,946.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,210000
1477,8320,1582,7,3,3,520.0,45,2.5,4,4,490.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,185900
1478,11049,1234,8,3,3,484.0,30,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,179900
1479,11058,1564,7,3,3,814.0,24,2.0,1,1,56.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,218836
1480,9627,1361,7,3,3,610.0,50,2.0,1,1,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,193000
1481,8199,1456,7,3,3,410.0,54,3.5,3,3,648.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,189000
1482,4426,848,6,3,3,420.0,149,2.0,4,4,697.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149300
1483,4426,848,6,3,3,420.0,149,2.0,4,4,697.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,141000
1484,4438,848,6,3,3,420.0,149,2.0,4,4,662.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149000
1485,4438,848,6,3,3,420.0,140,2.0,4,4,662.0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,144500
1486,8777,796,5,2,2,0.0,492,1.0,98,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85000
1487,8777,2200,5,2,2,0.0,70,5.0,108,5,1084.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,145900
1488,9825,1092,5,2,2,264.0,420,1.0,42,42,609.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,123000
1489,9937,1256,5,3,2,276.0,804,2.5,43,43,1120.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,147500
1490,12102,1033,5,2,2,504.0,224,1.5,32,32,456.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,165000
1491,6500,1127,6,2,2,480.0,138,2.0,32,32,1033.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135000
1492,13907,996,5,2,2,0.0,144,2.0,68,39,290.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
1493,10012,1181,4,2,2,588.0,180,3.0,36,36,1100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137500
1494,6931,1656,7,3,3,397.0,306,2.5,5,4,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,165400
1495,9638,1117,6,2,2,542.0,292,2.0,31,31,488.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,147000
1496,7200,1398,6,2,2,440.0,0,1.5,32,7,288.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,160500
1497,7024,1132,4,2,3,451.0,316,2.5,3,3,1024.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,176000
1498,47007,3820,5,2,4,624.0,372,3.5,49,12,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,284700
1500,3675,1072,6,2,2,525.0,28,2.0,3,3,459.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,148000
1501,6040,1152,4,2,1,0.0,0,2.0,53,53,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82000
1502,6012,1152,4,2,2,0.0,0,2.0,53,53,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82000
1503,12108,1440,4,2,1,0.0,0,2.0,53,53,133.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,118000
1504,6845,1152,4,2,2,0.0,0,2.0,53,53,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,82500
1505,6931,784,4,2,2,0.0,112,2.0,53,53,784.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,91900
1506,12180,1053,5,2,4,0.0,42,1.5,70,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,120000
1507,8050,1137,5,2,2,0.0,0,1.5,61,15,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,96000
1508,9520,930,4,2,2,286.0,134,1.0,55,55,767.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,99000
1509,11767,1200,5,2,2,240.0,0,1.0,62,13,352.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,130500
1510,8172,1470,4,2,2,548.0,156,2.0,54,36,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135000
1511,16466,1393,5,2,2,300.0,386,1.5,53,53,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135500
1512,7692,1204,4,2,2,312.0,0,1.0,54,54,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100000
1513,5142,1292,4,2,3,205.0,183,1.5,85,0,224.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
1514,5604,864,5,2,2,0.0,96,2.0,83,58,468.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,98000
1515,8248,864,3,2,2,0.0,100,2.0,94,58,41.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,67000
1516,5687,1716,5,2,1,0.0,184,3.0,96,8,210.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135900
1517,12155,1482,6,2,1,400.0,254,2.0,83,58,156.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,140000
1518,8400,2192,5,2,3,240.0,286,2.5,69,11,378.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,179500
1519,8400,1694,6,2,2,576.0,470,2.0,83,58,423.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,136500
1520,7290,1424,7,2,2,312.0,90,2.0,87,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,168000
1521,8525,1964,5,2,2,0.0,192,1.5,97,58,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,130000
1522,9842,2601,5,2,2,621.0,484,3.5,87,10,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,189000
1523,7804,1920,6,2,2,480.0,369,5.0,78,58,960.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,161900
1524,8969,1316,6,2,2,369.0,192,2.0,82,58,379.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,145000
1525,11526,2555,6,2,2,672.0,431,2.0,86,14,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,191000
1526,15576,1680,6,2,2,308.0,160,2.0,93,32,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,177000
1527,15564,1264,6,2,2,400.0,424,1.0,94,13,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,147500
1528,6292,790,6,2,2,160.0,141,1.0,78,58,384.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,91000
1529,7609,1512,8,3,3,180.0,142,3.0,83,11,406.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,231000
1530,10480,1639,6,2,2,240.0,0,1.0,72,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,115000
1531,9650,1603,6,2,2,599.0,217,1.0,85,58,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,138000
1532,7200,1502,7,2,2,270.0,112,1.5,77,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149000
1533,11988,1660,6,2,2,240.0,0,1.5,74,13,326.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,188700
1534,11700,1938,5,2,3,240.0,40,2.0,71,13,606.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,198000
1535,9260,1374,5,2,2,225.0,164,1.0,70,58,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,110000
1536,7801,1091,6,2,2,344.0,392,1.5,57,57,500.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,104000
1537,9670,1873,8,2,2,786.0,207,1.5,73,58,210.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,257076
1538,14100,3447,8,2,3,1014.0,326,3.5,73,11,192.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,381000
1539,15660,1954,7,3,3,431.0,269,2.0,69,2,341.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,311500
1540,12392,2161,7,2,3,506.0,96,3.5,58,8,435.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,263400
1541,26073,1898,5,2,2,484.0,275,2.5,52,52,1116.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,236500
1542,14778,1640,6,3,3,924.0,324,2.0,54,2,728.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,224000
1543,1879,1032,6,2,2,462.0,213,1.0,28,28,366.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,116500
1544,1950,1556,6,2,2,452.0,161,3.5,28,28,693.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,151000
1545,7000,919,6,2,2,195.0,116,2.0,82,10,339.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,126000
1546,6000,1090,6,2,2,240.0,0,1.0,68,2,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120000
1547,3636,796,4,2,2,0.0,100,1.0,86,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,55000
1548,5890,816,6,3,2,432.0,96,1.0,78,1,538.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120500
1549,6900,778,5,2,2,924.0,25,1.0,68,53,528.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120500
1550,8155,1200,5,2,2,0.0,96,1.0,78,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,119000
1551,6000,1656,5,1,2,288.0,280,1.5,41,41,257.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,126000
1552,7392,912,5,2,2,360.0,90,1.0,78,13,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,99500
1553,9000,1955,5,2,2,356.0,0,2.0,50,50,330.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,165500
1554,14584,733,1,1,1,487.0,0,1.0,56,56,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13100
1555,5280,1361,4,2,2,185.0,123,1.0,113,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,89000
1556,8500,1317,4,2,2,250.0,226,1.0,88,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,40000
1557,5150,1049,4,2,2,195.0,0,1.0,98,8,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,80900
1558,18000,894,3,1,2,1248.0,20,1.0,73,58,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,81000
1559,9000,864,4,2,1,216.0,190,1.5,88,58,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,65000
1560,5587,1652,8,4,3,482.0,368,3.5,0,0,1480.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,392500
1561,3843,1648,8,4,4,525.0,368,3.5,1,0,1476.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,294464
1562,3811,1646,7,3,4,482.0,336,3.5,4,3,1474.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,250000
1563,3842,1646,8,3,3,482.0,336,3.5,4,3,1373.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,275000
1564,23730,2032,7,3,3,786.0,238,4.0,12,11,700.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,300000
1565,13265,1689,8,3,3,857.0,209,3.0,6,6,1218.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,271000
1566,11050,1820,7,2,3,816.0,350,2.5,12,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213000
1567,9880,1118,6,2,2,358.0,203,2.0,31,31,522.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,171000
1568,10125,1279,6,2,2,473.0,321,2.5,31,31,920.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,171500
1569,10260,1872,5,2,2,484.0,0,3.0,32,32,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,100000
1570,9990,1689,4,2,2,432.0,548,3.0,17,17,1383.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,228500
1571,164660,1786,5,2,2,529.0,670,4.0,43,43,1396.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,228950
1572,4084,1501,7,3,3,512.0,240,3.0,22,22,893.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,241500
1573,15498,2898,8,3,3,665.0,246,3.0,32,32,1565.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,287000
1574,11563,1537,8,3,3,788.0,26,3.0,2,1,1036.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,294000
1575,9520,1646,8,3,3,800.0,236,3.0,1,0,1513.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,293077
1576,12852,1780,8,3,3,612.0,192,3.5,1,1,770.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,264966
1577,9802,1442,5,2,2,400.0,100,2.5,2,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,172500
1578,9735,1394,5,2,3,400.0,100,2.5,2,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,167500
1579,12018,1612,7,3,3,666.0,64,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,218689
1580,12890,1495,6,2,2,438.0,444,2.0,19,19,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,150000
1581,12416,1651,6,2,2,616.0,192,3.0,22,22,1606.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,184000
1582,18265,1256,6,3,3,578.0,282,2.0,22,22,980.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,180000
1583,10200,1509,6,3,3,600.0,224,3.0,20,19,783.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,175000
1584,11202,1440,8,3,3,467.0,280,3.0,5,5,1029.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,232500
1585,7915,1675,6,3,3,435.0,217,3.0,9,8,1223.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,195000
1586,12244,2262,8,3,3,749.0,168,3.5,5,5,871.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,305000
1587,11449,1728,8,3,3,520.0,276,3.0,1,1,1011.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,298751
1588,11447,1964,8,3,3,892.0,265,3.5,3,2,1571.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,370000
1589,8940,1344,7,2,2,784.0,0,4.0,11,10,1309.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,209200
1590,7060,1344,7,2,2,784.0,0,4.0,11,10,1309.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,206300
1591,9278,1092,5,2,2,0.0,52,1.0,1,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,146000
