Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual
1032,7,10000,1178,157000,4,5,2,2,3,6,5
1033,7,14311,2340,306000,4,5,2,3,3,5,8
1034,7,9000,1792,133000,4,5,2,2,2,5,5
1035,7,9750,1054,151000,4,5,2,2,2,8,6
1036,7,10295,936,111900,4,5,2,2,2,6,4
1037,7,7560,864,123000,4,5,2,2,2,5,5
1038,7,12735,864,111250,4,4,2,2,2,5,4
1039,7,4060,1337,181000,4,5,2,3,3,5,6
1040,7,1680,987,103400,4,4,2,2,2,5,6
1041,7,1680,987,100000,4,4,2,2,2,5,6
1042,7,1890,987,100500,4,4,2,2,2,6,6
1043,7,1869,987,106000,4,4,2,2,2,6,6
1044,7,1680,987,85400,4,4,2,2,2,5,6
1045,7,1680,987,89500,4,4,2,2,2,3,6
1046,7,1680,1302,111750,4,4,2,2,2,5,5
1047,7,4043,1069,140000,4,5,2,2,2,6,6
1048,7,2308,1456,143000,4,5,2,2,2,6,6
1049,7,2529,1055,148500,4,5,2,2,2,6,7
1050,7,9477,892,110000,4,4,2,2,2,5,5
1051,7,12444,1932,394617,4,5,2,4,4,5,8
1052,7,12474,2332,426000,4,5,2,4,4,5,10
1053,7,14803,2084,385000,4,5,2,4,4,5,10
1054,7,14948,2713,446261,4,5,2,4,4,5,9
1055,7,12704,1582,317500,4,5,2,3,3,5,8
1056,7,13891,1710,372402,4,5,2,3,3,5,8
1057,7,13693,2464,417500,4,5,2,3,4,5,8
1058,7,14418,1950,383000,4,5,2,4,4,5,9
1059,7,13418,2748,390000,4,5,2,3,4,5,9
1060,7,12539,2790,460000,4,5,2,4,4,5,10
1061,7,12151,2331,379000,4,5,2,3,4,5,9
1062,7,8899,2088,250000,4,5,2,4,3,5,8
1063,7,10574,2332,316000,4,5,2,3,4,5,8
1064,7,12720,2470,615000,4,5,2,4,4,5,10
1065,7,13688,2668,412500,4,5,2,3,4,5,9
1066,7,10625,2046,284000,4,5,2,3,3,5,7
1067,7,10845,1575,284000,4,5,2,3,3,5,8
1068,7,16900,2649,421250,4,5,2,3,3,5,8
1069,7,16451,2690,370000,4,5,2,3,3,5,8
1070,7,10110,1866,336860,4,5,2,4,4,5,9
1071,7,8769,1702,367294,4,5,2,4,4,5,9
1072,7,12304,1367,192000,4,5,2,3,3,5,7
1073,7,12677,1518,274000,4,5,2,4,4,5,8
1074,7,8849,1684,266000,4,5,2,4,4,5,9
1075,7,8232,1800,370967,4,5,2,4,4,5,9
1076,7,6240,1342,234250,4,5,2,3,3,5,8
1077,7,6240,1342,219500,4,5,2,3,3,5,8
1078,7,2448,1626,155000,4,5,2,3,3,5,7
1079,7,2448,1626,154000,4,5,2,3,3,5,7
1080,7,8198,1358,207000,4,5,2,3,3,5,7
1081,7,3940,1455,195000,4,5,2,3,3,5,7
1082,7,3940,1576,219990,4,5,2,3,3,5,7
1083,7,3182,1504,191000,5,5,2,3,3,5,7
1084,7,3182,1266,159895,4,5,2,3,3,5,7
1085,7,3710,1246,187687,4,5,2,3,3,5,7
1086,7,9024,1515,179000,4,5,2,3,3,5,6
1087,7,7415,1593,193000,4,4,2,2,2,5,6
1088,7,9587,1166,190000,4,5,2,3,3,5,7
1089,7,8029,1456,176000,4,5,2,2,3,5,6
1090,7,8010,1720,188000,4,5,2,3,3,5,7
1091,7,8396,1986,213000,4,5,2,3,3,5,7
1092,7,7301,1358,217300,4,5,2,3,3,6,7
1093,7,10261,1792,186500,4,5,2,2,2,5,6
1094,7,8220,1892,226750,4,5,2,3,2,5,7
1095,7,15384,1490,184000,4,5,2,3,3,5,7
1096,7,7750,1414,176000,4,5,2,3,3,5,7
1097,7,12460,2322,225000,4,5,2,3,2,5,7
1098,7,8390,1651,185900,4,5,2,2,2,5,7
1099,7,9660,2199,284500,4,5,2,3,3,5,8
1100,7,9200,2630,315000,4,5,2,3,3,5,8
1101,7,14260,2198,250000,4,5,2,3,3,5,8
1102,7,11000,2172,291000,4,5,2,3,4,5,9
1103,7,11675,2006,350000,4,5,2,3,3,5,8
1104,7,10990,2125,279500,4,5,2,3,3,5,7
1105,7,11929,2501,290000,4,5,2,3,3,7,8
1106,7,10437,2113,350000,4,5,3,3,3,6,8
1107,7,10542,2418,341000,4,5,2,3,3,5,7
1108,7,10010,2197,287500,4,5,2,3,3,5,7
1109,7,10944,2127,271000,4,5,2,3,3,5,7
1110,7,14303,1987,301500,4,5,2,3,3,5,8
1111,7,11932,1580,235128,4,5,2,3,3,5,8
1112,7,14598,1933,214000,4,5,2,3,3,5,6
1113,7,11957,1574,232000,4,5,2,3,3,5,8
1114,7,13253,1578,240000,4,5,2,3,3,5,7
1115,7,14587,1506,264132,4,5,2,3,4,5,9
1116,7,10206,1563,245000,4,5,2,2,3,5,8
1117,7,12274,1428,227680,4,5,2,3,4,5,7
1118,7,9801,1861,257000,4,5,2,3,3,5,8
1119,7,9428,1874,297900,4,5,2,3,3,5,8
1120,7,10037,1460,247000,4,5,2,3,3,5,8
1121,7,8640,1372,212700,4,5,2,3,3,5,8
1122,7,8640,1372,250580,4,5,2,3,3,5,7
1123,7,11639,1428,182000,4,5,2,3,3,5,7
1124,7,9803,1768,226700,4,5,2,3,3,5,7
1125,7,9375,1992,250000,4,5,2,3,3,5,8
1126,7,10625,1958,250000,4,5,2,3,3,5,7
1127,7,10800,2078,339750,4,5,2,3,4,5,8
1128,7,8125,1665,205950,4,5,2,3,3,6,7
1129,7,10625,1660,256000,4,5,2,3,3,5,8
1130,7,7500,1218,230348,4,5,2,3,3,5,7
1131,7,8791,1728,207500,4,5,2,3,3,5,6
1132,7,7500,1080,141000,4,5,2,2,3,5,7
1133,7,10110,1696,188000,4,5,2,3,3,5,6
1134,7,12774,1663,192500,4,5,2,3,3,5,7
1135,7,13072,1175,146000,5,5,2,2,3,5,6
1136,7,13695,1114,159000,4,4,2,2,3,5,5
1137,7,13695,1114,155000,4,5,2,2,3,5,6
1138,7,8366,1640,173000,4,5,2,3,3,5,6
1139,7,9260,1162,170000,4,5,2,3,3,5,7
1140,7,8453,1609,182000,4,5,2,3,3,5,6
1141,7,8480,1680,163000,4,5,2,3,3,5,6
1142,7,8125,1679,193500,4,5,2,2,3,5,6
1143,7,14565,1657,189000,4,5,2,3,3,5,7
1144,7,8450,1677,190500,4,5,2,3,3,5,6
1145,7,8285,1737,175000,4,5,2,3,3,5,7
1146,7,7153,1294,179200,4,5,2,2,3,5,6
1147,7,9291,1710,187000,4,5,2,3,3,5,6
1148,7,8012,1617,193000,4,5,2,3,3,5,6
1149,7,7892,1199,153900,4,5,2,3,3,5,6
1150,7,9100,984,128000,5,4,2,2,2,5,5
1151,7,12968,912,144000,4,4,2,2,2,6,5
1152,7,8100,864,135000,4,4,3,2,3,8,5
1153,7,8450,890,115000,3,4,2,2,2,5,5
1154,7,6360,864,119916,5,5,2,2,2,5,5
1155,7,6768,912,142000,4,4,3,2,3,8,6
1156,7,19508,1430,192000,4,4,2,2,2,5,6
1157,7,10759,1641,140000,4,5,3,2,2,4,5
1158,7,9205,2683,290000,4,5,2,3,3,5,6
1159,7,11025,2786,372500,4,5,2,3,3,5,9
1160,7,4282,1391,196000,4,5,2,3,3,5,7
1161,7,4017,1250,171900,4,5,2,3,3,5,7
1162,7,3435,1245,178000,4,5,2,3,3,5,7
1163,7,3180,1200,165000,4,5,2,3,3,5,6
1164,7,3180,1392,146000,4,5,2,3,3,5,7
1165,7,3604,1392,146000,4,5,2,3,3,5,7
1166,7,2280,1501,179400,4,5,2,2,2,5,7
1167,7,2280,1549,172900,4,5,2,2,2,5,6
1168,7,4765,1638,300000,4,5,2,3,4,5,9
1169,7,4538,1310,285000,4,5,2,3,3,5,9
1170,7,4385,1419,290000,4,5,2,3,4,5,9
1171,7,4109,1557,305000,4,5,2,3,4,5,9
1172,7,5119,1709,328900,4,5,2,3,3,5,9
1173,7,2160,1252,160000,4,5,2,3,3,5,7
1174,7,2160,1404,170000,4,5,2,3,3,5,7
1175,7,10646,1789,223000,4,4,2,2,2,5,7
1176,7,2645,1586,170000,4,5,2,3,3,5,8
1177,7,2645,1607,200000,4,5,2,3,3,5,8
1178,7,3951,2393,345000,4,5,2,4,4,5,10
1179,7,14963,1288,245500,4,5,2,3,4,5,8
1180,7,11064,1239,217500,4,5,2,3,3,5,8
1181,7,10846,1719,324000,4,5,2,3,3,5,8
1182,7,11120,1232,162500,4,5,2,2,2,6,6
1183,7,24572,2944,150000,4,5,3,3,3,3,9
1184,7,16280,1671,290000,5,5,4,4,4,9,8
1185,7,7500,1812,205000,4,5,2,3,2,5,7
1186,7,10400,1682,174000,4,4,2,2,2,6,7
1187,7,11104,1427,183000,4,4,2,2,2,6,6
1188,7,11050,1740,150000,4,4,2,2,2,5,6
1189,7,11040,1258,145000,4,4,3,3,3,7,6
1190,7,15387,1620,215000,4,4,2,2,3,7,7
1191,7,9750,1625,140500,4,4,2,2,2,6,5
1192,7,10800,2614,240000,4,4,2,2,2,7,6
1193,7,8814,1464,141000,4,4,2,2,2,6,5
1194,7,8872,912,147000,4,4,2,2,3,8,5
1195,7,8125,925,135000,4,4,2,3,2,7,5
1196,7,11072,1728,145000,4,4,2,2,2,5,5
1197,7,13101,1728,142600,4,4,2,2,2,5,5
1198,7,9246,1656,135000,4,4,2,2,2,5,5
1199,7,13355,1670,170000,5,5,2,2,2,6,7
1200,7,8963,2715,299800,5,4,3,4,3,9,8
1201,7,9120,1876,185000,4,4,2,3,3,6,6
1202,7,9130,1632,173000,4,4,2,2,3,8,6
1203,7,12122,999,178400,4,4,2,4,4,9,7
1204,7,9900,1978,176000,4,4,2,2,2,5,7
1205,7,7785,1014,98000,0,0,2,2,2,5,5
1206,7,8593,907,109008,4,4,2,2,2,6,4
1207,7,8475,952,135750,4,4,2,2,2,7,4
1208,7,8700,1128,155000,4,4,3,2,2,6,5
1209,7,10175,1425,180500,4,4,2,2,2,5,6
1210,7,9020,1165,174900,4,4,2,2,2,7,6
1211,7,9200,1136,140000,4,4,2,2,2,6,6
1212,7,8250,1092,145000,4,5,2,2,2,7,6
1213,7,9350,1265,179900,4,4,3,2,3,8,5
1214,7,9020,1350,168500,4,4,2,2,2,5,6
1215,7,9900,1114,140000,4,4,3,2,2,5,5
1216,7,10007,1053,145500,4,4,2,3,3,7,5
1217,7,10721,1252,142000,4,4,2,3,3,6,6
1218,7,12493,1100,141000,4,4,2,2,2,5,4
1219,7,11332,1118,153000,4,4,2,2,3,7,5
1220,7,6627,720,72500,0,0,2,2,2,6,3
1221,2,4130,729,52000,4,4,2,3,2,6,3
1222,7,7420,1077,118000,4,4,2,2,2,6,5
1223,7,4882,906,87000,4,4,2,2,2,7,4
1224,7,9600,1496,141500,4,4,1,1,3,6,5
1225,7,9600,1252,119000,4,4,2,2,2,5,6
1226,7,9600,1337,141500,4,4,3,2,3,8,5
1227,7,9600,1661,165500,4,4,2,2,3,6,6
1228,7,7584,1036,112900,4,4,2,2,2,5,5
1229,7,13700,1820,201800,4,4,2,2,3,6,7
1230,7,10197,1362,163000,4,4,2,2,2,5,6
1231,7,7875,1144,139950,4,4,2,2,2,6,5
1232,7,8400,1537,174000,4,4,3,3,3,9,6
1233,7,9150,1431,165000,4,5,2,2,2,5,6
1234,7,14670,1988,227000,4,4,3,3,3,7,6
1235,7,7390,1098,135000,4,4,2,2,2,7,5
1236,7,9204,1144,124000,4,4,2,2,2,5,5
1237,7,7763,1283,140000,4,4,3,2,2,7,5
1238,7,8856,1176,136500,4,4,2,2,2,4,5
1239,7,9840,1440,185000,4,4,2,2,3,7,5
1240,7,9120,1261,163000,4,4,2,2,2,6,6
1241,7,13200,1570,166800,4,4,2,2,2,6,6
1242,7,9000,1196,139000,4,5,2,2,2,5,6
1243,7,11900,1392,166000,4,4,2,2,2,5,6
1244,7,9464,1080,136000,4,4,3,2,2,7,6
1245,7,10425,1104,133000,4,4,2,2,2,5,5
1246,7,11556,882,116000,4,4,2,2,3,6,5
1247,7,9373,1152,137500,4,4,2,2,2,6,5
1248,7,12774,950,130000,4,4,2,2,2,5,5
1249,7,14250,1790,180000,4,4,2,2,2,5,6
1250,7,7350,952,139000,4,4,2,2,2,7,5
1251,7,7677,773,110000,4,4,2,2,2,5,5
1252,2,8838,1764,100000,0,0,2,2,2,3,5
1253,7,8480,1216,118500,4,4,2,2,2,5,5
1254,7,12436,1824,146000,4,4,2,2,2,5,5
1255,7,10122,869,89900,0,0,2,2,2,6,4
1256,7,7506,1159,114000,4,4,3,2,2,8,5
1257,7,10930,1558,140000,4,4,2,2,2,6,5
1258,7,5400,672,86900,4,4,2,3,2,7,4
1259,7,10836,1436,139000,4,4,2,2,2,5,5
1260,7,10800,1294,106250,0,0,2,2,2,7,4
1261,7,9247,1716,171000,4,4,2,2,2,6,6
1262,7,10180,1044,139000,4,4,2,2,2,6,5
1263,7,11355,1312,186000,4,4,2,2,2,7,7
1264,7,10920,1253,157000,4,4,2,2,2,5,6
1265,7,12929,1081,148000,4,4,2,2,2,6,6
1266,7,27650,2069,242000,4,5,2,2,3,7,7
1267,7,8892,910,116000,4,4,2,3,3,7,5
1268,7,7200,876,94000,4,3,2,2,2,7,5
1269,6,7200,1048,98300,0,0,2,2,2,5,5
1270,3,7910,1507,127000,4,4,2,2,2,5,5
1271,7,8000,1256,159000,4,4,2,2,3,6,5
1272,7,8000,1027,125900,4,4,2,2,2,5,5
1273,7,7931,1269,155000,4,4,2,2,2,6,5
1274,7,8064,1320,138000,4,4,2,2,2,6,6
1275,7,6390,984,112500,4,4,2,2,2,7,6
1276,7,7227,832,105500,4,4,2,2,3,6,6
1277,7,7200,1278,127500,4,4,2,2,2,5,6
1278,7,8513,1800,130000,4,4,2,2,2,5,5
1279,7,7200,1588,150000,4,4,3,2,2,6,5
1280,7,7200,825,109500,4,4,2,2,2,7,5
1281,7,7056,1796,140000,4,4,2,2,2,5,6
1282,7,9760,1611,167900,4,4,2,2,2,6,6
1283,7,7590,1117,136870,4,4,2,2,2,5,5
1284,7,9836,1133,143000,4,4,2,2,2,5,6
1285,7,5232,764,73000,4,3,2,2,2,5,5
1286,7,10440,1539,157500,4,4,2,2,3,8,5
1287,7,9184,1323,122600,4,4,2,2,2,7,5
1288,7,4800,1360,111000,3,4,2,2,2,5,5
1289,4,10440,2792,256000,4,5,3,3,2,7,6
1290,7,4800,672,64000,4,3,2,2,2,4,5
1291,7,6000,1456,139500,4,4,2,3,3,7,6
1292,7,11426,1594,118000,4,4,2,2,2,6,4
1293,4,11426,2082,200000,4,5,2,2,3,5,7
1294,4,7628,1656,119164,4,4,3,2,2,6,4
1295,7,7308,1740,122250,4,4,1,1,4,5,5
1296,7,5400,1027,120000,4,4,2,3,3,6,7
1297,7,10800,1436,155000,4,4,2,2,2,6,6
1298,7,6756,899,78000,5,4,2,2,2,6,5
1299,7,5914,1080,95000,4,3,2,2,3,9,5
1300,7,6000,789,115000,4,4,2,2,2,5,5
1301,7,12000,1122,147000,4,4,2,2,3,7,5
1302,7,9000,1499,140000,4,4,2,2,2,6,5
1303,7,7311,407,46500,4,4,3,2,2,5,2
1304,7,6000,928,112500,4,4,2,2,2,6,5
1305,7,6000,901,107900,4,4,2,2,2,7,4
1306,2,12205,1588,65000,3,3,2,2,2,1,3
1307,7,18386,3493,295000,4,4,2,2,3,9,7
1308,7,9142,1627,139500,4,3,1,2,2,5,5
1309,7,12665,1416,153900,4,4,2,2,2,8,5
1310,7,5350,1450,132000,4,4,2,2,2,8,7
1311,7,4571,1344,98000,4,4,2,2,2,5,5
1312,7,9143,1017,114000,4,4,2,2,2,7,5
1313,7,9600,2350,130000,4,4,2,2,2,5,5
1314,7,9600,2058,129500,4,5,2,2,2,5,6
1315,7,6000,1540,129400,4,3,2,3,3,9,5
1316,7,9600,1378,161000,4,4,4,2,3,9,7
1317,7,10800,1912,163000,4,3,2,2,2,7,6
1318,7,6300,1484,128000,4,4,2,2,2,6,6
1319,7,5250,2358,122000,3,4,3,2,2,5,8
1320,7,5700,1111,116900,4,4,2,2,2,7,7
1321,7,13500,2775,325000,4,4,4,4,3,9,10
1322,3,11340,1086,55000,3,3,1,1,2,1,2
1323,7,10800,2495,184000,4,4,2,2,2,7,7
1324,7,9750,984,110000,4,4,2,2,1,6,5
1325,7,12150,1795,131500,4,4,2,2,2,5,5
1326,7,12702,882,97000,0,0,2,2,2,5,5
1327,7,8516,1093,115500,4,4,2,2,2,6,4
1328,7,7111,1143,138000,4,4,3,3,2,7,5
1329,7,7425,1668,108000,3,4,2,2,3,7,7
1330,7,9100,935,79500,4,4,2,2,2,6,5
1331,7,7010,1738,153000,4,4,2,2,2,5,5
1332,7,6130,784,109500,4,4,2,2,3,6,5
1333,7,5000,1210,124000,4,4,3,2,3,7,5
1334,7,5870,1290,106900,4,4,3,2,2,9,6
1335,7,6000,1672,164900,4,4,2,2,3,7,6
1336,7,6000,949,119000,3,4,1,2,2,7,5
1337,7,6000,1158,120000,4,4,2,2,2,7,6
1338,7,6000,1497,157000,4,4,3,2,2,7,6
1339,7,6000,1342,105000,4,4,2,2,2,5,6
1340,7,5000,1013,113000,4,4,2,2,2,7,6
1341,7,5520,1216,115000,4,4,3,2,2,7,5
1342,7,5940,896,79000,0,0,2,2,2,7,4
1343,7,6240,1136,123000,4,4,2,2,2,7,4
1344,5,6120,808,81300,0,0,3,2,2,6,5
1345,7,6240,1573,162900,4,4,2,2,2,7,5
1346,5,6240,2009,150000,4,4,2,2,2,5,7
1347,7,6120,1902,123500,4,4,2,2,2,5,5
1348,6,6120,1774,129900,4,4,2,2,2,5,7
1349,7,6155,1362,128000,3,3,2,2,2,8,6
1350,7,6324,520,68500,4,4,2,2,1,6,4
1351,6,8635,1285,127000,4,4,2,2,2,5,5
1352,7,13053,1848,207000,4,4,2,2,3,7,6
1353,7,9120,1820,184000,4,4,3,2,2,6,7
1354,7,9144,1716,162500,4,4,3,2,3,4,6
1355,7,9144,1505,145000,4,4,2,2,2,5,5
1356,7,10267,838,130000,5,4,3,2,1,7,6
1357,7,8094,1984,160000,4,4,2,2,2,8,6
1358,7,5100,1666,161000,4,4,3,2,3,7,8
1359,7,4347,1609,127500,5,5,2,3,2,8,6
1360,7,6291,768,93850,4,4,3,3,2,6,6
1361,7,10266,1536,136000,4,4,2,2,2,6,6
1362,6,6876,1969,141000,4,4,2,2,2,6,6
1363,7,10320,1308,120000,3,4,1,2,2,6,5
1364,7,7200,1040,127500,4,4,2,2,2,7,6
1365,7,7006,1236,127000,4,4,2,2,2,6,6
1366,7,7920,1406,89500,4,4,1,2,1,7,6
1367,7,8235,825,125000,4,4,3,2,2,7,5
1368,7,5586,1198,79900,4,4,2,2,2,7,6
1369,7,10320,759,85000,4,3,2,2,2,8,5
1370,7,10320,1344,82375,3,4,1,1,2,3,3
1371,7,10320,1469,135000,4,4,2,2,2,7,6
1372,7,9488,1054,124000,4,4,2,3,2,6,5
1373,7,8250,1211,134000,4,4,2,2,2,5,5
1374,7,21286,1271,135000,4,4,2,2,2,5,5
1375,5,17120,1588,134432,0,0,2,2,2,4,4
1376,7,10106,1355,127500,4,4,3,2,2,7,5
1377,7,11235,1075,148000,4,5,2,2,3,6,5
1378,7,11200,1040,129500,4,4,2,2,2,5,5
1379,7,13014,1096,157500,4,4,2,2,2,5,6
1380,7,7162,904,109900,4,4,2,2,2,7,5
1381,7,10265,992,145000,4,4,1,2,3,7,5
1382,7,9764,894,130000,4,4,2,2,3,7,5
1383,7,7703,1034,153000,4,5,2,2,2,8,6
1384,7,9981,1073,120000,4,4,2,2,2,5,5
1385,7,7400,1126,152000,4,5,2,2,2,5,5
1386,7,12900,1258,108959,4,5,2,2,2,4,4
1387,7,12900,1140,95541,3,4,2,2,2,4,5
1388,7,9000,1006,80000,4,4,2,2,2,3,5
1389,7,8544,1228,149350,4,4,2,2,3,6,5
1390,7,9239,960,144900,4,4,3,2,3,8,5
1391,7,14175,1188,185000,5,4,2,2,2,8,6
1392,7,13284,1383,165000,4,5,2,2,2,5,5
1393,7,13500,1252,235000,4,5,2,2,2,7,6
1394,5,13825,1601,140000,4,4,3,2,2,6,5
1395,7,10200,672,108000,4,4,2,2,2,8,5
1396,4,10532,1721,145000,4,4,2,2,2,3,5
1397,6,8375,1350,152400,4,4,2,2,3,7,5
1398,7,10200,904,144000,4,5,3,2,3,8,5
1399,7,2887,1291,173000,4,5,2,2,3,5,6
1400,7,10005,2022,192000,4,5,2,2,2,5,7
1401,7,20270,1524,245000,4,5,2,2,2,6,7
1402,4,39104,1363,241500,4,5,2,2,2,7,7
1403,6,53227,1663,256000,4,5,2,2,3,6,4
1404,7,11512,1357,177000,4,4,2,2,4,7,6
1405,7,5190,1079,125600,4,4,2,2,2,5,7
1406,7,10452,1094,155000,4,4,2,2,2,5,6
1407,7,45600,2358,240000,4,4,2,2,2,8,6
1408,7,19550,1518,260000,4,4,2,2,1,7,5
1409,7,21780,1674,185000,4,5,2,2,2,7,6
1410,7,13728,2108,235000,4,4,2,2,3,7,6
1411,7,9571,1509,159900,4,4,2,2,3,6,5
1412,7,9350,864,99600,4,5,2,2,2,5,5
1413,7,9360,1269,134500,4,4,2,3,2,8,6
1414,7,8405,1367,119000,5,4,2,2,2,8,5
1415,7,7000,1347,107500,4,5,2,2,2,7,5
1416,7,10880,1164,125000,4,4,2,2,2,5,5
1417,7,9600,1096,79000,4,4,2,2,2,5,6
1418,7,9084,1111,95000,3,4,2,2,2,6,5
1419,7,11839,2329,262280,4,5,2,2,3,5,7
1420,7,9771,2814,260000,4,5,2,3,3,5,6
1421,7,9938,1626,226500,4,5,2,3,3,5,7
1422,7,14171,2200,225000,4,5,2,3,3,5,7
1423,7,10541,2037,229000,4,5,2,3,3,5,7
1424,7,10616,1356,177439,4,5,2,3,3,5,7
1425,7,9345,1615,248500,4,5,2,3,3,5,8
1426,7,11778,2276,475000,4,5,2,3,4,5,9
1427,7,11778,1766,395039,4,5,2,4,4,5,9
1428,7,11228,2097,228000,4,5,2,3,3,5,7
1429,7,11454,1511,225000,4,5,2,3,3,5,8
1430,7,11500,1643,195000,5,5,2,2,2,6,6
1431,7,12798,1688,200000,4,5,2,2,3,5,6
1432,7,9750,990,155000,4,5,2,2,2,7,5
1433,7,9525,1099,144000,4,5,2,2,3,6,5
1434,7,9245,990,145000,4,5,2,2,2,5,5
1435,7,8696,1418,226001,4,5,2,2,3,5,7
1436,7,13142,1771,215700,4,5,2,2,3,5,6
1437,7,8998,1652,207500,4,5,2,3,3,5,7
1438,7,9179,1790,193000,4,5,2,3,3,5,7
1439,7,8924,1724,188000,4,5,2,2,3,5,7
1440,7,9382,1479,191000,4,5,2,3,3,5,7
1441,7,12803,1494,221000,4,5,2,3,3,5,7
1442,7,12435,1792,231500,4,5,2,3,3,5,7
1443,7,12192,1823,235000,4,5,2,3,3,5,7
1444,7,11250,1786,223500,4,5,2,3,3,5,7
1445,7,9200,938,130250,4,5,2,2,2,6,5
1446,7,8385,985,149900,5,5,2,3,2,8,5
1447,7,12250,1174,158000,4,5,2,2,2,6,5
1448,7,10970,1026,147000,5,5,2,2,2,6,6
1449,7,9216,1076,143195,4,4,2,2,2,6,5
1450,5,14330,1558,163000,4,4,2,2,2,6,5
1451,7,7990,924,110000,4,5,2,2,2,6,5
1452,7,7180,864,127000,4,4,2,2,2,7,5
1453,7,7200,780,124900,4,4,2,2,2,7,5
1454,7,9742,1795,230000,4,5,2,3,3,5,8
1455,7,9473,2031,237000,4,5,2,3,3,5,8
1456,7,10316,1865,235000,4,5,2,3,3,5,7
1457,7,10400,2161,230500,4,5,2,3,3,5,7
1458,7,9066,1852,230000,4,5,2,3,3,5,8
1459,7,11404,2031,222500,4,5,2,3,3,5,7
1460,7,9240,2263,287000,4,5,2,3,3,5,8
1461,7,9720,1947,274000,4,5,2,3,3,5,9
1462,7,14860,1786,300000,4,5,2,3,3,5,8
1463,7,11250,2290,255900,4,5,2,3,3,5,8
1464,7,8158,1768,224900,4,5,2,3,3,5,7
1465,7,10905,2327,240000,4,5,2,3,3,5,7
1466,7,7226,1640,183000,4,5,2,3,3,5,7
1467,7,11690,1764,207000,4,5,2,3,3,5,8
1468,7,8750,1908,210000,4,5,3,3,3,5,7
1469,7,4435,848,136500,4,5,2,3,3,5,6
1470,7,4426,848,145000,4,5,2,3,3,5,6
1471,7,13125,1493,208900,4,5,2,2,3,5,6
1472,7,10126,1838,185000,4,5,3,2,2,5,6
1473,7,9135,1536,214000,4,5,2,3,3,5,7
1474,7,8450,1710,208500,4,5,2,3,3,5,7
1475,7,9750,1445,186500,4,5,2,3,3,5,7
1476,7,8450,1436,210000,4,5,2,3,3,5,7
1477,7,8320,1582,185900,4,5,2,3,3,5,7
1478,7,11049,1234,179900,4,5,2,3,3,5,8
1479,7,11058,1564,218836,4,5,2,3,3,6,7
1480,7,9627,1361,193000,4,5,2,3,3,5,7
1481,7,8199,1456,189000,4,5,2,3,3,5,7
1482,7,4426,848,149300,4,5,2,3,3,5,6
1483,7,4426,848,141000,4,5,2,3,3,5,6
1484,7,4438,848,149000,4,5,2,3,3,5,6
1485,7,4438,848,144500,4,5,2,3,3,5,6
1486,7,8777,796,85000,4,3,2,2,2,7,5
1487,7,8777,2200,145900,4,4,2,2,2,7,5
1488,7,9825,1092,123000,4,4,2,2,2,5,5
1489,7,9937,1256,147500,4,4,2,3,2,6,5
1490,7,12102,1033,165000,5,5,2,2,2,5,5
1491,7,6500,1127,135000,5,4,2,2,2,6,6
1492,7,13907,996,108000,4,4,2,2,2,6,5
1493,7,10012,1181,137500,4,5,2,2,2,5,4
1494,7,6931,1656,165400,4,5,2,3,3,5,7
1495,7,9638,1117,147000,4,4,2,2,2,6,6
1496,7,7200,1398,160500,4,4,2,2,2,7,6
1497,7,7024,1132,176000,4,5,2,2,3,5,4
1498,7,47007,3820,284700,0,0,2,2,4,7,5
1500,7,3675,1072,148000,4,5,2,2,2,5,6
1501,7,6040,1152,82000,0,0,2,2,1,5,4
1502,7,6012,1152,82000,0,0,1,2,2,5,4
1503,7,12108,1440,118000,4,4,2,2,1,4,4
1504,7,6845,1152,82500,0,0,2,2,2,5,4
1505,7,6931,784,91900,4,4,2,2,2,5,4
1506,7,12180,1053,120000,4,4,2,2,4,7,5
1507,6,8050,1137,96000,0,0,3,2,2,8,5
1508,7,9520,930,99000,4,5,2,2,2,5,4
1509,7,11767,1200,130500,4,4,2,2,2,6,5
1510,7,8172,1470,135000,4,4,2,2,2,6,4
1511,7,16466,1393,135500,4,4,3,2,2,7,5
1512,7,7692,1204,100000,4,5,2,2,2,6,4
1513,7,5142,1292,108000,4,4,2,2,3,7,4
1514,7,5604,864,98000,4,4,2,2,2,6,5
1515,7,8248,864,67000,4,4,2,2,2,3,3
1516,7,5687,1716,135900,3,4,1,2,1,6,5
1517,7,12155,1482,140000,4,4,2,2,1,8,6
1518,7,8400,2192,179500,4,4,2,2,3,8,5
1519,7,8400,1694,136500,4,4,2,2,2,5,6
1520,7,7290,1424,168000,4,4,2,2,2,8,7
1521,7,8525,1964,130000,4,4,2,2,2,6,5
1522,7,9842,2601,189000,3,4,2,2,2,6,5
1523,7,7804,1920,161900,4,4,2,2,2,7,6
1524,7,8969,1316,145000,4,4,2,2,2,6,6
1525,6,11526,2555,191000,4,5,2,2,2,7,6
1526,7,15576,1680,177000,4,5,2,2,2,7,6
1527,7,15564,1264,147500,4,5,2,2,2,6,6
1528,7,6292,790,91000,4,5,2,2,2,5,6
1529,7,7609,1512,231000,4,3,3,3,3,9,8
1530,2,10480,1639,115000,4,4,2,2,2,5,6
1531,7,9650,1603,138000,4,4,2,2,2,3,6
