Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual,Bsmt Unf SF,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fireplace Qu,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Cond,Garage Finish,Garage Qual,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Unf,House Style_2.5Unf,HouseIsNew,HouseIsreModeled,Kitchen Qual,Low Qual Fin SF,MS SubClass,MS Zoning,Paved Drive,Pool QC,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Street_Grvl,Street_Pave,Utilities
1595,7,2665,1304,115000,4,5,2,2,2,6,5,264.0,1,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1596,7,2665,1475,129500,4,5,2,2,2,7,5,232.0,4,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1597,7,1974,988,105000,4,5,3,2,2,7,4,25.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,1,2,0,180,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1598,7,1596,988,94900,4,5,2,2,2,6,4,25.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,180,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1599,7,17979,1160,152500,4,4,3,2,3,6,5,328.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1600,7,1477,1092,98000,4,4,3,2,2,9,6,188.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1601,7,1890,630,81000,4,5,3,2,2,7,4,135.0,4,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,180,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1602,7,21750,988,113000,4,4,2,2,2,5,5,988.0,1,1,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,2,0,20,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1603,7,6490,816,128500,4,4,3,2,2,7,5,282.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1604,7,6951,923,119500,4,4,2,2,2,5,5,218.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1605,7,6600,816,130500,4,4,3,3,3,9,5,175.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,1,0,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1606,7,6600,816,138000,5,4,3,2,2,8,5,0.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1607,7,6600,845,134500,4,4,2,2,3,6,5,207.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1608,4,12508,1750,160000,4,5,2,2,2,7,6,323.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,50,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1609,7,12395,889,137500,4,4,2,2,2,6,5,217.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1610,5,11075,1968,172000,4,4,2,2,2,4,5,29.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1611,3,56600,1836,103000,4,4,2,2,2,1,5,686.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,2,1,3,0,4,0,1,0,0,0,0,0,1,0,1,2,0,70,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1612,7,10667,1587,167300,4,4,2,2,2,6,6,749.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1613,7,10628,1277,167000,5,4,3,2,2,5,7,499.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
1614,7,13651,2223,244000,4,5,3,2,2,6,7,343.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1615,7,15865,2217,268000,5,4,3,3,3,6,8,1043.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,1,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
1616,7,12394,1733,225000,4,5,2,3,3,5,7,847.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1617,7,10364,1572,168000,4,5,2,2,2,5,6,806.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,1,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1618,7,13869,1470,177000,4,5,2,2,2,6,6,612.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1619,7,8773,1600,169000,4,5,2,2,2,5,6,916.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1620,7,8872,1384,161500,4,5,2,2,2,5,6,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1621,7,5330,1652,251000,4,5,2,3,4,5,8,298.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,4,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1622,7,10147,1694,160000,4,5,2,2,2,5,6,206.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1623,7,8637,1714,180000,4,5,2,2,2,5,6,52.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,1,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1624,7,7875,1553,178750,4,5,2,3,3,5,7,277.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1625,7,7875,1253,176000,5,5,2,2,2,5,7,1237.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,0,3,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1626,7,7500,2299,204000,4,5,2,2,2,5,6,938.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1627,7,9556,1187,160000,4,5,2,2,3,5,7,1168.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1628,7,10784,1472,160000,4,5,2,3,3,5,7,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,3,0,1,0,0,0,0,0,0,0,1,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1629,7,9125,1482,163900,4,5,2,2,3,5,7,384.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1630,7,7655,1642,168000,4,5,2,2,2,5,6,903.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,3,0,1,0,0,0,0,0,0,0,1,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1631,7,18160,1128,154204,4,4,2,2,2,6,6,752.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,20,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
1632,7,3696,1088,170000,4,5,2,3,3,5,8,1074.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1633,6,5062,2090,207500,4,5,2,3,3,5,7,180.0,5,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,0,3,0,1,0,0,0,0,0,0,0,0,3,0,160,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1634,7,4740,1179,182000,4,5,2,3,2,5,8,918.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1635,7,5118,1321,212000,4,5,2,3,3,5,8,386.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1636,7,14157,1922,377426,4,5,2,3,3,5,9,673.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1637,7,12328,2541,349265,4,5,2,3,4,5,8,163.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1638,7,51974,2338,591587,4,5,2,4,3,5,9,1559.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,4,1,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1639,4,41600,1424,155000,4,5,2,2,2,5,5,53.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,2,0,0,1,0,0,0,0,0,0,1,2,0,190,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1640,7,8035,1612,319900,4,5,2,3,4,5,9,815.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,4,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1641,7,8089,1419,392000,4,5,2,3,3,6,8,474.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1642,7,14082,2234,441929,5,5,2,3,3,5,8,662.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1643,7,13870,2042,455000,4,5,2,4,4,5,10,590.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1644,7,12546,1440,182900,4,5,3,3,3,7,6,762.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1645,7,10960,1284,174000,4,5,2,2,2,5,6,1028.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1646,7,12090,1868,178000,4,5,2,2,2,7,6,585.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,2,0,80,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1647,7,12090,1479,176000,4,5,2,3,3,7,7,404.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1648,7,12299,1664,213000,4,5,2,2,3,6,7,201.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,0,2,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1649,7,11339,1930,192000,4,5,2,2,3,5,7,22.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,1,2,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3
1650,7,11952,1969,190000,4,5,2,2,2,6,7,808.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
1651,7,12046,2030,195000,4,4,2,2,3,6,6,692.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,3,3,1,2,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1652,7,10395,1032,148000,4,5,2,2,2,6,6,427.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1653,7,11850,1177,151500,4,5,2,2,3,6,6,372.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1654,7,11584,1725,197000,4,4,2,2,2,6,7,114.0,5,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1655,7,10400,1353,192350,4,5,2,2,2,5,6,356.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1656,6,10793,1620,152000,4,4,2,2,2,5,5,0.0,2,3,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1657,7,13001,1220,170000,4,4,2,2,2,5,6,1012.0,4,3,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1658,7,12243,1484,175000,4,5,2,2,2,6,5,486.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1659,7,11700,1743,175000,4,4,2,3,2,6,6,143.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,2,3,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1660,7,12384,1935,197900,4,5,2,2,2,7,7,793.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1661,7,8991,1324,174000,4,5,2,2,3,6,7,0.0,5,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1662,7,8000,1877,178900,4,4,2,2,2,6,6,0.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1663,7,10500,1109,139000,4,4,2,2,2,7,5,23.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,80,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
1664,7,10530,981,143250,4,4,2,2,2,5,6,664.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
