Order,SalePrice,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
1446,149900,159315,18715,95,57,38,6232.0,3990,38.0,589,589,11305.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1447,158000,232750,22306,95,38,38,10032.0,9329,38.0,570,570,14839.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1448,147000,208430,19494,114,38,38,10944.0,646,38.0,570,570,17860.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1449,143195,175104,20444,95,38,38,10944.0,0,28.5,627,627,5586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1450,163000,272270,29602,95,38,38,8360.0,11514,57.0,627,133,12996.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1451,110000,151810,17556,95,38,38,5320.0,0,19.0,627,627,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1452,127000,136420,16416,95,38,38,6688.0,0,19.0,684,684,7410.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1453,124900,136800,14820,95,38,38,6688.0,3724,19.0,684,684,12008.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1454,230000,185098,34105,152,57,57,10146.0,6270,38.0,114,114,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1455,237000,179987,38589,152,57,57,10963.0,4009,66.5,114,114,15276.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1456,235000,196004,35435,133,57,57,15941.0,3496,66.5,152,152,13965.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1457,230500,197600,41059,133,57,57,10830.0,1596,47.5,133,133,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1458,230000,172254,35188,152,57,57,12540.0,6270,47.5,171,152,12692.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1459,222500,216676,38589,133,57,57,10279.0,5244,47.5,190,171,4788.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1460,287000,175560,42997,152,57,57,17195.0,4446,47.5,133,114,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1461,274000,184680,36993,171,57,57,13775.0,5396,66.5,133,114,22686.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1462,300000,282340,33934,152,57,57,13585.0,4123,57.0,114,95,29222.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1463,255900,213750,43510,152,57,57,14801.0,0,47.5,114,114,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1464,224900,155002,33592,133,57,57,10317.0,1197,66.5,95,95,10450.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1465,240000,207195,44213,133,57,57,11324.0,1083,47.5,95,95,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1466,183000,137294,31160,133,57,57,11305.0,855,47.5,95,95,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1467,207000,222110,33516,152,57,57,10640.0,2831,47.5,171,152,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1468,210000,166250,36252,133,57,57,9367.0,5263,66.5,266,247,12198.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1469,136500,84265,16112,114,57,57,7980.0,2660,38.0,95,95,13034.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1470,145000,84094,16112,114,57,57,7980.0,2660,38.0,76,76,12578.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1471,208900,249375,28367,114,38,57,9652.0,3401,57.0,209,190,18886.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1472,185000,192394,34922,114,38,38,13699.0,4313,76.0,209,190,33345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1473,214000,173565,29184,133,57,57,10108.0,5054,57.0,114,95,15390.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1474,208500,160550,32490,133,57,57,10412.0,1159,66.5,95,95,13414.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1475,186500,185250,27455,133,57,57,8930.0,665,38.0,76,76,456.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1476,210000,160550,27284,133,57,57,9196.0,4503,57.0,76,76,17974.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1477,185900,158080,30058,133,57,57,9880.0,855,47.5,76,76,9310.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1478,179900,209931,23446,152,57,57,9196.0,570,38.0,19,19,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1479,218836,210102,29716,133,57,57,15466.0,456,38.0,19,19,1064.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1480,193000,182913,25859,133,57,57,11590.0,950,38.0,19,19,456.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1481,189000,155781,27664,133,57,57,7790.0,1026,66.5,57,57,12312.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1482,149300,84094,16112,114,57,57,7980.0,2831,38.0,76,76,13243.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1483,141000,84094,16112,114,57,57,7980.0,2831,38.0,76,76,13243.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1484,149000,84322,16112,114,57,57,7980.0,2831,38.0,76,76,12578.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
1485,144500,84322,16112,114,57,57,7980.0,2660,38.0,76,76,12578.0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0
1486,85000,52662,4776,30,12,12,0.0,2952,6.0,588,348,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1487,145900,52662,13200,30,12,12,0.0,420,30.0,648,30,6504.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1488,123000,58950,6552,30,12,12,1584.0,2520,6.0,252,252,3654.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1489,147500,59622,7536,30,18,12,1656.0,4824,15.0,258,258,6720.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1490,165000,72612,6198,30,12,12,3024.0,1344,9.0,192,192,2736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1491,135000,39000,6762,36,12,12,2880.0,828,12.0,192,192,6198.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1492,108000,83442,5976,30,12,12,0.0,864,12.0,408,234,1740.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1493,137500,60072,7086,24,12,12,3528.0,1080,18.0,216,216,6600.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1494,165400,41586,9936,42,18,18,2382.0,1836,15.0,30,24,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1495,147000,57828,6702,36,12,12,3252.0,1752,12.0,186,186,2928.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1496,160500,43200,8388,36,12,12,2640.0,0,9.0,192,42,1728.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1497,176000,42144,6792,24,12,18,2706.0,1896,15.0,18,18,6144.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1498,284700,282042,22920,30,12,24,3744.0,2232,21.0,294,72,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1500,148000,22050,6432,36,12,12,3150.0,168,12.0,18,18,2754.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1501,82000,36240,6912,24,12,6,0.0,0,12.0,318,318,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
1502,82000,36072,6912,24,12,12,0.0,0,12.0,318,318,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
1503,118000,72648,8640,24,12,6,0.0,0,12.0,318,318,798.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1504,82500,41070,6912,24,12,12,0.0,0,12.0,318,318,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1505,91900,41586,4704,24,12,12,0.0,672,12.0,318,318,4704.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1506,120000,73080,6318,30,12,24,0.0,252,9.0,420,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1507,96000,48300,6822,30,12,12,0.0,0,9.0,366,90,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1508,99000,57120,5580,24,12,12,1716.0,804,6.0,330,330,4602.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1509,130500,70602,7200,30,12,12,1440.0,0,6.0,372,78,2112.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1510,135000,49032,8820,24,12,12,3288.0,936,12.0,324,216,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1511,135500,98796,8358,30,12,12,1800.0,2316,9.0,318,318,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1512,100000,46152,7224,24,12,12,1872.0,0,6.0,324,324,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1513,108000,30852,7752,24,12,18,1230.0,1098,9.0,510,0,1344.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1514,98000,33624,5184,30,12,12,0.0,576,12.0,498,348,2808.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1515,67000,49488,5184,18,12,12,0.0,600,12.0,564,348,246.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
1516,135900,39809,12012,35,14,7,0.0,1288,21.0,672,56,1470.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1517,140000,85085,10374,42,14,7,2800.0,1778,14.0,581,406,1092.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1518,179500,58800,15344,35,14,21,1680.0,2002,17.5,483,77,2646.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1519,136500,58800,11858,42,14,14,4032.0,3290,14.0,581,406,2961.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1520,168000,51030,9968,49,14,14,2184.0,630,14.0,609,406,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1521,130000,59675,13748,35,14,14,0.0,1344,10.5,679,406,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1522,189000,68894,18207,35,14,14,4347.0,3388,24.5,609,70,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1523,161900,54628,13440,42,14,14,3360.0,2583,35.0,546,406,6720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1524,145000,179380,26320,120,40,40,7380.0,3840,40.0,1640,1160,7580.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1525,191000,230520,51100,120,40,40,13440.0,8620,40.0,1720,280,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1526,177000,311520,33600,120,40,40,6160.0,3200,40.0,1860,640,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1527,147500,311280,25280,120,40,40,8000.0,8480,20.0,1880,260,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1528,91000,44044,5530,42,14,14,1120.0,987,7.0,546,406,2688.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1529,231000,152180,30240,160,60,60,3600.0,2840,60.0,1660,220,8120.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1530,115000,73360,11473,42,14,14,1680.0,0,7.0,504,406,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
1531,138000,193000,32060,120,40,40,11980.0,4340,20.0,1700,1160,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1532,149000,144000,30040,140,40,40,5400.0,2240,30.0,1540,160,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1533,188700,239760,33200,120,40,40,4800.0,0,30.0,1480,260,6520.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1534,198000,234000,38760,100,40,60,4800.0,800,40.0,1420,260,12120.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1535,110000,185200,27480,100,40,40,4500.0,3280,20.0,1400,1160,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1536,104000,156020,21820,120,40,40,6880.0,7840,30.0,1140,1140,10000.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1537,257076,193400,37460,160,40,40,15720.0,4140,30.0,1460,1160,4200.0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
1538,381000,282000,68940,160,40,60,20280.0,6520,70.0,1460,220,3840.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1539,311500,313200,39080,140,60,60,8620.0,5380,40.0,1380,40,6820.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1540,263400,247840,43220,140,40,60,10120.0,1920,70.0,1160,160,8700.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1541,236500,521460,37960,100,40,40,9680.0,5500,50.0,1040,1040,22320.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1542,224000,295560,32800,120,60,60,18480.0,6480,40.0,1080,40,14560.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1543,116500,20669,11352,66,22,22,5082.0,2343,11.0,308,308,4026.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11
1544,151000,21450,17116,66,22,22,4972.0,1771,38.5,308,308,7623.0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0
1545,126000,14000,1838,12,4,4,390.0,232,4.0,164,20,678.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1546,120000,12000,2180,12,4,4,480.0,0,2.0,136,4,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1547,55000,7272,1592,8,4,4,0.0,200,2.0,172,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1548,120500,11780,1632,12,6,4,864.0,192,2.0,156,2,1076.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1549,120500,13800,1556,10,4,4,1848.0,50,2.0,136,106,1056.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1550,119000,16310,2400,10,4,4,0.0,192,2.0,156,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1551,126000,12000,3312,10,2,4,576.0,560,3.0,82,82,514.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1552,99500,14784,1824,10,4,4,720.0,180,2.0,156,26,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1553,165500,18000,3910,10,4,4,712.0,0,4.0,100,100,660.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1554,13100,29168,1466,2,2,2,974.0,0,2.0,112,112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1555,89000,10560,2722,8,4,4,370.0,246,2.0,226,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1556,40000,17000,2634,8,4,4,500.0,452,2.0,176,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1557,80900,10300,2098,8,4,4,390.0,0,2.0,196,16,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1558,81000,36000,1788,6,2,4,2496.0,40,2.0,146,116,0.0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1559,65000,18000,1728,8,4,2,432.0,380,3.0,176,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1560,392500,111740,33040,160,80,60,9640.0,7360,70.0,0,0,29600.0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0
1561,294464,76860,32960,160,80,80,10500.0,7360,70.0,20,0,29520.0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0
1562,250000,76220,32920,140,60,80,9640.0,6720,70.0,80,60,29480.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1563,275000,76840,32920,160,60,60,9640.0,6720,70.0,80,60,27460.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
1564,300000,308490,26416,91,39,39,10218.0,3094,52.0,156,143,9100.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1565,271000,172445,21957,104,39,39,11141.0,2717,39.0,78,78,15834.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1566,213000,143650,23660,91,26,39,10608.0,4550,32.5,156,143,0.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1567,171000,128440,14534,78,26,26,4654.0,2639,26.0,403,403,6786.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1568,171500,131625,16627,78,26,26,6149.0,4173,32.5,403,403,11960.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1569,100000,133380,24336,65,26,26,6292.0,0,39.0,416,416,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1570,228500,129870,21957,52,26,26,5616.0,7124,39.0,221,221,17979.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1571,228950,3787180,41078,115,46,46,12167.0,15410,92.0,989,989,32108.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1572,241500,93932,34523,161,69,69,11776.0,5520,69.0,506,506,20539.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1573,287000,356454,66654,184,69,69,15295.0,5658,69.0,736,736,35995.0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
1574,294000,265949,35351,184,69,69,18124.0,598,69.0,46,23,23828.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1575,293077,218960,37858,184,69,69,18400.0,5428,69.0,23,0,34799.0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0
1576,264966,295596,40940,184,69,69,14076.0,4416,80.5,23,23,17710.0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0
1577,172500,225446,33166,115,46,46,9200.0,2300,57.5,46,23,0.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1578,167500,223905,32062,115,46,69,9200.0,2300,57.5,46,23,0.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1579,218689,276414,37076,161,69,69,15318.0,1472,57.5,0,0,0.0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0
1580,150000,296470,34385,138,46,46,10074.0,10212,46.0,437,437,0.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1581,184000,285568,37973,138,46,46,14168.0,4416,69.0,506,506,36938.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1582,180000,420095,28888,138,69,69,13294.0,6486,46.0,506,506,22540.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1583,175000,234600,34707,138,69,69,13800.0,5152,69.0,460,437,18009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1584,232500,257646,33120,184,69,69,10741.0,6440,69.0,115,115,23667.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1585,195000,182045,38525,138,69,69,10005.0,4991,69.0,207,184,28129.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1586,305000,281612,52026,184,69,69,17227.0,3864,80.5,115,115,20033.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1587,298751,263327,39744,184,69,69,11960.0,6348,69.0,23,23,23253.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1588,370000,263281,45172,184,69,69,20516.0,6095,80.5,69,46,36133.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23
1589,209200,116220,17472,91,26,26,10192.0,0,52.0,143,130,17017.0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
1590,206300,91780,17472,91,26,26,10192.0,0,52.0,143,130,17017.0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
1591,146000,120614,14196,65,26,26,0.0,676,13.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1592,160500,58500,15457,78,26,26,5096.0,1586,39.0,143,143,11232.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1593,173000,183781,15600,52,26,26,11050.0,3770,26.0,572,572,14456.0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0
1594,124000,4224,1040,5,2,2,499.0,100,1.0,33,33,769.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1595,115000,2665,1304,5,2,2,336.0,165,1.5,32,32,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1596,129500,2665,1475,5,2,2,336.0,118,2.0,32,32,318.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1597,105000,1974,988,4,2,2,297.0,221,2.0,35,2,501.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1598,94900,1596,988,4,2,2,297.0,221,2.0,35,35,437.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1599,152500,233727,15080,65,26,39,3341.0,1053,26.0,520,520,10205.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1600,98000,1477,1092,6,2,2,0.0,187,2.5,38,1,358.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1601,81000,1890,630,4,2,2,0.0,88,2.0,36,36,495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1602,113000,282750,12844,65,26,26,6760.0,0,13.0,702,702,0.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1603,128500,84370,10608,65,26,26,3432.0,4095,19.5,325,325,6942.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1604,119500,90363,11999,65,26,26,3432.0,4706,26.0,312,299,8554.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1605,130500,85800,10608,65,39,39,3432.0,0,19.5,338,0,8333.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1606,138000,85800,10608,65,26,26,10608.0,0,26.0,338,65,10608.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1607,134500,85800,10985,65,26,39,3432.0,0,13.0,338,39,8294.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1608,160000,162604,22750,78,26,26,5499.0,5213,39.0,884,299,8580.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1609,137500,161135,11557,65,26,26,6292.0,0,13.0,312,312,8411.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1610,172000,143975,25584,65,26,26,6890.0,6422,39.0,507,507,9815.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
1611,103000,113200,3672,10,4,4,576.0,0,4.0,216,116,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1612,167300,128004,19044,72,24,24,6300.0,528,24.0,432,432,10056.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
1613,167000,127536,15324,84,24,24,6312.0,2112,24.0,444,444,9336.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
1614,244000,163812,26676,84,24,24,6192.0,3600,36.0,408,408,22560.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
1615,268000,190380,26604,96,36,36,7452.0,6144,36.0,444,444,14088.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
1616,225000,198304,27728,112,48,48,6928.0,2368,40.0,64,64,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1617,168000,165824,25152,96,32,32,5968.0,640,40.0,192,176,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1618,177000,221904,23520,96,32,32,6208.0,1200,40.0,160,160,2912.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1619,169000,140368,25600,96,32,32,7360.0,2208,40.0,160,160,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1620,161500,141952,22144,96,32,32,6240.0,0,40.0,160,160,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1621,251000,149240,46256,224,84,112,13972.0,4032,84.0,196,196,33488.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1622,160000,162352,27104,96,32,32,6368.0,5120,40.0,208,208,2976.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1623,180000,138192,27424,96,32,32,7216.0,4864,56.0,128,112,13936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1624,178750,126000,24848,112,48,48,6720.0,704,40.0,176,176,6624.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1625,176000,126000,20048,112,32,32,6432.0,3856,32.0,192,176,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1626,204000,120000,36784,96,32,32,7712.0,3488,56.0,128,64,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1627,160000,152896,18992,112,32,48,6720.0,336,32.0,240,224,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1628,160000,172544,23552,112,48,48,6432.0,2624,40.0,256,240,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1629,163900,146000,23712,112,32,48,6272.0,2000,40.0,240,240,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1630,168000,122480,26272,96,32,32,6272.0,5984,40.0,224,208,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1631,154204,290560,18048,96,32,32,7680.0,5664,32.0,688,688,8800.0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
1632,170000,103488,30464,224,84,84,12908.0,5908,42.0,588,588,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1633,207500,141736,58520,196,84,84,16156.0,6132,84.0,644,644,28280.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1634,182000,132720,33012,224,84,56,13440.0,6804,84.0,532,532,6944.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1635,212000,143304,36988,224,84,84,13552.0,5712,56.0,476,476,25928.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1636,377426,396396,53816,252,84,84,18928.0,6412,84.0,56,28,34972.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1637,349265,345184,71148,224,84,112,20412.0,4256,126.0,56,56,27608.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1638,591587,1455272,65464,252,112,84,31080.0,12796,98.0,28,0,30828.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
1639,155000,665600,22784,80,32,32,13248.0,2304,40.0,608,272,16752.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
1640,319900,224980,45136,252,84,112,15568.0,4592,84.0,28,28,22316.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
1641,392000,226492,39732,224,84,84,15876.0,3920,84.0,0,0,26460.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
