Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,SalePrice,SalesPriceLog,Sale Condition_Abnorml,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,NeighborhoodClass,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighbor_int,Neighbor_intsorted,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,Street_Grvl,Street_Pave,Gr Liv Area2,Gr Liv Area Log,Area1st2nd,Overall Qual2,Overall Cond2,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,HouseRemodelAge,HouseIsreModeled,HouseIsNew,RenovationNeeded,BathroomsTotal,Functional_bin,PorchSFTotal,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Area2,GarageAge
1350,30,5,60.0,6324,0,2,5,3,3,5,4,6,1927,1950,0.0,2,2,4,4,0,1,0.0,1,0.0,520.0,0.0,1,0,4,520,0,0,520,0.0,0.0,1,0,1,1,1,4,7,0,0,1920,1,1.0,240.0,2,3,2,49,0,87,0,0,0,0,0,0,68500,11.134589024250317,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,1,1,0,0,0,False,True,270400,6.253828811575473,520,16,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,81,58,1,0,1,1.0,1,136,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,88
1351,50,5,50.0,8635,0,5,5,3,3,5,5,5,1948,2001,0.0,2,2,4,4,0,3,336.0,5,41.0,295.0,377.0,2,1,4,1072,213,0,1285,1.0,1.0,1,0,2,1,2,6,6,0,0,1948,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,2,0,127000,11.751942365440728,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,0,0,0,0,0,False,True,1651225,7.158513997329321,1285,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,60,7,1,0,0,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,60
1352,50,6,64.0,13053,3,5,2,3,3,5,6,7,1923,2000,0.0,2,2,4,4,0,1,0.0,1,0.0,833.0,0.0,3,1,4,1053,795,0,1848,0.0,0.0,1,1,4,1,3,8,7,1,4,1922,1,2.0,370.0,3,3,0,0,0,0,0,220,0,0,0,0,207000,12.240474072247506,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,0,0,0,0,0,False,True,3415104,7.521859252201629,1848,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,85,8,1,0,1,1.5,1,220,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,136900.0,86
1353,50,6,60.0,9120,3,5,5,3,3,5,7,6,1925,1950,0.0,2,3,4,4,0,2,329.0,1,0.0,697.0,329.0,4,1,4,1133,687,0,1820,1.0,1.0,2,0,4,1,2,8,7,0,0,1925,1,1.0,240.0,3,3,0,0,100,0,0,0,0,0,4,0,184000,12.122691036591123,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,0,0,0,0,0,False,True,3312400,7.506591780070841,1820,49,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,83,58,1,0,1,3.0,1,100,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,83
1354,50,6,60.0,9144,3,5,5,3,3,5,6,4,1915,2004,0.0,2,3,4,4,0,1,0.0,1,0.0,810.0,0.0,4,1,4,1170,546,0,1716,0.0,0.0,2,0,4,1,3,8,7,0,0,1970,1,2.0,672.0,3,3,2,0,195,0,0,0,0,0,0,0,162500,11.998433280751929,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,0,0,0,0,0,False,True,2944656,7.447751280047908,1716,36,16,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,93,4,1,0,0,2.0,1,195,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,451584.0,38
1355,50,6,55.78947448730469,9144,3,5,5,3,3,5,5,5,1940,1982,0.0,2,2,4,4,0,2,399.0,1,0.0,484.0,399.0,3,1,4,988,517,0,1505,1.0,1.0,1,0,3,1,2,8,7,0,0,1940,1,1.0,240.0,3,3,0,0,0,0,0,0,0,0,0,0,145000,11.884489021402711,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,0,0,0,0,0,0,False,True,2265025,7.316548177182976,1505,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,68,26,1,0,1,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,68
1356,30,6,55.0,10267,0,5,5,3,3,5,6,7,1918,2000,0.0,2,3,4,5,1,2,210.0,4,606.0,0.0,816.0,4,1,4,838,0,0,838,1.0,1.0,1,0,2,1,1,5,7,0,0,1961,3,1.0,275.0,3,3,0,0,0,112,0,0,0,0,1,0,130000,11.77528972943772,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,1,0,0,0,0,0,False,True,702244,6.731018100482083,838,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,90,8,1,0,1,2.0,1,112,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,75625.0,47
1357,60,5,57.0,8094,2,5,5,3,3,5,6,8,1910,1983,0.0,2,2,4,4,1,2,196.0,1,0.0,1046.0,196.0,3,1,4,1242,742,0,1984,0.0,0.0,2,0,5,1,2,8,7,0,0,1910,0,1.0,360.0,0,0,2,64,0,180,0,0,0,0,2,1000,160000,11.982929094215963,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14,4,0,0,0,0,0,0,False,True,3936256,7.592870287844818,1984,36,64,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,98,25,1,0,0,2.0,1,244,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,129600.0,98
1358,70,5,61.77729415893555,5100,2,5,5,3,3,5,8,7,1925,1996,0.0,2,3,4,4,0,1,0.0,1,0.0,588.0,0.0,1,1,4,833,833,0,1666,0.0,0.0,1,0,3,1,3,7,7,1,4,1925,1,1.0,228.0,3,3,2,192,63,0,0,0,0,0,2,0,161000,11.9891596439666,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14,4,0,0,0,0,0,0,False,True,2775556,7.418180822726788,1666,64,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,83,12,1,0,1,1.0,1,255,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,51984.0,83
1359,50,5,63.0,4347,0,5,5,3,3,5,6,8,1910,1950,0.0,3,2,5,5,0,1,0.0,1,0.0,796.0,0.0,4,1,4,825,784,0,1609,0.0,0.0,1,0,3,1,2,7,7,0,0,1910,1,1.0,228.0,2,2,0,0,182,0,0,0,0,0,0,0,127500,11.755871643580617,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14,4,0,0,0,0,0,0,False,True,2588881,7.3833681469923835,1609,36,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,98,58,1,0,1,1.0,1,182,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,51984.0,98
1360,30,5,62.24137878417969,6291,0,2,5,3,3,5,6,6,1930,1950,0.0,3,3,4,4,0,1,0.0,1,0.0,768.0,0.0,2,1,4,768,0,0,768,0.0,0.0,1,0,1,1,2,4,7,0,0,1930,1,2.0,440.0,3,3,0,0,0,84,0,0,0,0,0,0,93850,11.449453042014655,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,1,0,0,0,0,True,False,589824,6.643789733147672,768,36,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,78,58,1,0,1,1.0,1,84,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,193600.0,78
1361,70,5,60.0,10266,0,5,5,3,3,5,6,6,1952,1952,0.0,2,2,4,4,0,2,372.0,1,0.0,396.0,372.0,2,1,3,768,768,0,1536,0.0,0.0,1,1,4,1,2,7,7,0,0,1952,1,1.0,308.0,3,3,2,0,216,80,0,0,0,0,0,0,136000,11.820410164718188,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,2359296,7.336936913707618,1536,36,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,56,56,0,0,0,1.5,1,296,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,94864.0,56
1362,50,5,60.0,6876,0,5,2,3,3,5,6,6,1938,1958,0.0,2,2,4,4,0,1,0.0,1,0.0,1272.0,0.0,2,1,4,1272,0,697,1969,0.0,0.0,2,0,4,1,2,9,6,1,4,1938,1,2.0,400.0,3,3,2,0,34,0,0,0,0,0,0,0,141000,11.856515169360305,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,3876961,7.585281078639126,1272,36,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,70,50,1,0,1,2.0,1,34,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,160000.0,70
1363,50,5,62.24137878417969,10320,2,5,5,3,3,5,5,6,1915,1978,0.0,2,1,4,3,0,1,0.0,1,0.0,880.0,0.0,3,1,4,880,428,0,1308,0.0,0.0,2,0,2,1,2,6,7,0,0,1950,1,2.0,400.0,2,2,2,0,0,117,0,0,0,0,0,0,120000,11.695247021764184,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,1710864,7.176254532017144,1308,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,93,30,1,0,1,2.0,1,117,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,160000.0,58
1364,30,5,60.0,7200,0,5,5,3,2,5,6,7,1925,1992,0.0,2,2,4,4,0,1,0.0,1,0.0,1040.0,0.0,3,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,2,5,7,0,0,1993,1,2.0,320.0,3,3,2,0,132,0,0,0,0,0,0,0,127500,11.755871643580617,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,1081600,6.946975992135418,1040,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,83,16,1,0,0,1.0,1,132,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,102400.0,15
1365,50,5,62.0,7006,0,5,5,3,3,5,6,6,1925,1950,0.0,2,2,4,4,0,2,121.0,1,0.0,647.0,121.0,2,1,4,788,448,0,1236,1.0,1.0,2,0,3,1,2,6,7,1,4,1985,1,1.0,384.0,3,3,2,0,0,0,0,0,0,0,2,0,127000,11.751942365440728,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,1527696,7.119635638017636,1236,36,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,83,58,1,0,0,3.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,147456.0,23
1366,50,5,62.24137878417969,7920,2,2,5,3,3,5,6,7,1920,1950,0.0,2,1,4,4,0,1,0.0,1,0.0,319.0,0.0,2,1,3,1035,371,0,1406,0.0,0.0,1,0,3,1,1,6,7,0,0,1920,0,0.0,0.0,0,0,0,0,144,0,0,0,0,0,2,0,89500,11.401993904262946,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,1,0,0,False,True,1976836,7.2485040723706105,1406,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,88,58,1,0,1,1.0,1,144,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,88
1367,20,5,49.0,8235,0,2,1,3,3,5,5,7,1955,1995,0.0,2,3,4,4,0,2,180.0,2,645.0,0.0,825.0,2,1,4,825,0,0,825,1.0,1.0,1,0,2,1,2,4,7,0,0,1963,2,2.0,720.0,3,3,2,140,50,0,0,0,0,0,2,0,125000,11.736069016284437,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14,4,0,1,1,0,0,0,False,True,680625,6.715383386334681,825,25,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,53,13,1,0,0,2.0,1,190,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,518400.0,45
1368,50,5,60.0,5586,0,2,2,3,3,5,6,7,1920,1998,0.0,2,2,4,4,0,1,0.0,1,0.0,901.0,0.0,3,1,4,1088,110,0,1198,0.0,0.0,1,0,4,1,2,7,7,0,0,1920,0,0.0,0.0,0,0,0,0,98,0,0,0,0,0,2,0,79900,11.288531131754366,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14,4,0,0,1,0,0,0,False,True,1435204,7.088408778675395,1198,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,88,10,1,0,1,1.0,1,98,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,88
1369,30,5,60.0,10320,0,5,5,3,3,5,5,8,1912,1991,0.0,2,2,3,4,0,1,0.0,1,0.0,451.0,0.0,2,1,4,759,0,0,759,0.0,0.0,1,0,1,1,2,5,7,0,0,1997,1,2.0,576.0,3,3,0,40,0,0,0,0,0,0,0,0,85000,11.350406535472453,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,1,0,0,0,0,False,True,576081,6.63200177739563,759,25,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,96,17,1,0,1,1.0,1,40,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,331776.0,11
1370,190,5,60.0,10320,2,5,5,3,3,5,3,3,1915,1950,0.0,1,1,4,3,0,1,0.0,1,0.0,536.0,0.0,4,0,2,808,536,0,1344,0.0,0.0,2,0,3,2,2,8,7,0,0,1915,0,0.0,0.0,0,0,0,42,0,204,0,0,0,0,0,0,82375,11.319037271804808,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,1806336,7.203405521083095,1344,9,9,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,93,58,1,0,1,2.0,1,246,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,93
1371,50,5,60.0,10320,2,5,5,3,3,5,6,7,1906,1995,0.0,2,2,4,4,0,1,0.0,1,0.0,756.0,0.0,4,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,2,7,7,0,0,1906,1,1.0,216.0,3,3,2,57,0,239,0,0,0,0,2,0,135000,11.813030057420567,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,2,0,0,0,0,0,0,False,True,2157961,7.292337176173877,1469,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,102,13,1,0,0,1.0,1,296,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,46656.0,102
1372,20,6,82.0,9488,0,5,5,3,3,5,5,6,1947,1993,0.0,3,2,4,4,0,1,0.0,1,0.0,1046.0,0.0,3,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,2,6,7,0,0,1947,1,1.0,240.0,3,3,2,0,60,122,0,0,0,0,0,0,124000,11.728036844587175,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11,8,0,0,1,0,0,0,False,True,1110916,6.960347729101308,1054,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,61,15,1,0,0,1.0,1,182,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,61
1373,20,6,55.0,8250,0,5,5,3,3,5,5,5,1968,1968,0.0,2,2,4,4,0,3,250.0,2,492.0,210.0,742.0,4,1,4,1211,0,0,1211,0.0,0.0,1,0,3,1,2,5,7,1,3,1968,1,1.0,322.0,3,3,2,0,63,0,0,0,0,0,0,0,134000,11.805595078933049,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11,8,0,0,1,0,0,0,False,True,1466521,7.099201743553092,1211,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,40,40,0,0,0,1.0,1,63,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,103684.0,40
1374,50,6,115.0,21286,0,5,5,3,3,5,5,5,1948,1950,0.0,2,2,4,4,0,1,0.0,1,0.0,720.0,0.0,2,1,4,720,551,0,1271,0.0,0.0,2,0,4,1,2,7,7,1,4,1948,1,1.0,312.0,3,3,2,0,0,108,0,0,0,0,0,0,135000,11.813030057420567,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11,8,0,0,0,0,0,0,False,True,1615441,7.147559271189454,1271,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,60,58,1,0,0,2.0,1,108,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,97344.0,60
