1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,BathroomsTotal,Bedroom AbvGr,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fence,Fireplace Qu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Full Bath,Functional,Functional_bin,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,GarageAge,Gr Liv Area,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,HouseAge,HouseIsNew,HouseIsreModeled,HouseRemodelAge,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Misc Val,NeighborhoodClass,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Open Porch SF,Order,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,PorchSFTotal,PosFeature_Adjacent,PosFeature_Near,Railroad_Adjacent,Railroad_Near,RenovationNeeded,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Sale Condition_Abnorml,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice,Screen Porch,Street_Aterial,Street_Feeder,Street_Grvl,Street_Pave,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF
1265,0,96,0,2.5,3,True,False,False,False,False,4,3,0.0,0.0,4,586.0,633.0,0.0,4,1,1,4,0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,False,False,True,False,False,False,2,7,1,502.0,2.0,3,2,3,False,True,False,False,False,False,False,43,1265,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,43,0,1,9,1,3,5,5,9350,3,85.0,5,0,80,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,92,1213,8,5,2,0,0,188,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,179900,0,0,0,False,True,6,633.0,3,0
1350,0,0,0,2.5,3,True,False,False,False,False,4,3,1.0,1.0,4,288.0,624.0,336.0,5,2,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,False,True,False,False,False,False,1,7,1,520.0,2.0,3,2,3,False,True,False,False,False,False,False,44,1350,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,44,0,0,44,1,2,5,5,9020,2,82.0,5,0,80,6,259.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1214,5,6,2,0,0,176,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,168500,0,0,1,False,True,6,960.0,3,176
1114,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,1114.0,0.0,0.0,1,1,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,451.0,2.0,3,2,3,False,True,False,False,False,False,False,47,1114,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,47,0,0,47,1,2,5,5,9900,2,90.0,5,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1215,5,5,2,0,0,164,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,140000,164,0,0,False,True,5,0.0,3,0
1053,0,0,0,2.5,3,True,False,False,False,False,4,0,1.0,1.0,4,247.0,806.0,0.0,4,1,1,4,0,2,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,False,True,False,False,False,False,1,7,1,312.0,1.0,3,2,3,False,True,False,False,False,False,False,49,1053,1,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49,0,1,2,1,3,5,5,10007,3,72.0,2,0,20,6,54.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1216,7,5,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,145500,0,0,0,False,True,5,806.0,3,0
1252,0,0,0,1.0,3,True,False,False,False,False,4,0,0.0,0.0,4,1252.0,0.0,0.0,1,1,1,4,0,2,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,528.0,2.0,3,1,3,False,False,False,False,False,True,False,48,1252,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49,0,0,49,1,3,5,5,10721,3,80.0,2,0,20,6,243.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39,1217,6,6,2,0,0,39,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,142000,0,0,0,False,True,7,0.0,3,0
1100,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,375.0,419.0,306.0,4,2,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,1,False,False,True,False,False,False,1,7,1,312.0,1.0,3,2,3,False,True,False,False,False,False,False,48,1100,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,48,0,0,48,1,2,5,5,12493,3,75.2106704711914,2,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1218,5,4,2,0,0,355,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,141000,0,0,0,False,True,6,725.0,3,355
1118,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,590.0,528.0,0.0,3,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,False,True,False,False,False,False,1,7,1,264.0,1.0,3,2,3,False,True,False,False,False,False,False,48,1118,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,48,0,1,8,1,3,5,5,11332,2,75.2106704711914,2,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1219,7,5,2,0,0,290,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,153000,0,0,0,False,True,6,528.0,3,290
720,0,0,0,1.0,2,True,False,False,False,False,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,287.0,1.0,2,1,3,False,False,False,False,False,True,False,53,720,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,59,0,1,58,1,2,5,5,6627,2,55.78947448730469,2,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1220,6,3,2,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,72500,0,0,1,False,True,4,0.0,3,0
729,0,0,0,1.0,2,True,False,False,False,False,4,0,0.0,0.0,4,270.0,0.0,0.0,1,1,1,4,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,2,0,0.0,0.0,0,0,0,False,False,False,False,False,False,True,73,729,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,73,0,1,5,1,2,5,5,4130,3,56.0,2,0,30,6,0.0,False,True,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1221,6,3,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,52000,0,0,0,False,True,5,0.0,3,0
1077,0,0,0,2.0,2,False,True,False,False,False,4,0,1.0,1.0,4,140.0,851.0,0.0,5,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,True,False,False,False,False,False,1,7,1,205.0,1.0,3,2,4,False,True,False,False,False,False,False,69,1077,0,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,69,0,1,58,2,2,5,5,7420,2,50.0,5,0,190,6,0.0,False,True,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1222,6,5,2,0,0,4,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,118000,0,1,0,False,True,5,851.0,3,0
453,453,0,0,1.0,2,True,False,False,False,False,4,0,0.0,0.0,4,228.0,120.0,0.0,2,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False,False,False,1,7,1,231.0,1.0,3,1,2,False,False,True,False,False,False,False,71,906,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,71,0,1,58,1,2,2,2,4882,3,50.0,2,0,70,6,0.0,False,True,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1223,7,4,2,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,87000,0,0,1,False,True,5,120.0,3,0
1496,0,0,0,2.0,3,True,False,False,False,False,4,0,0.0,0.0,4,638.0,658.0,0.0,2,1,1,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,False,True,False,False,False,False,2,7,1,450.0,2.0,3,2,3,False,True,False,False,False,False,False,48,1496,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,48,0,0,48,1,3,5,5,9600,3,80.0,5,0,20,6,203.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22,1224,6,5,2,0,0,22,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,141500,0,0,0,False,True,6,658.0,3,0
1032,220,0,0,1.0,3,True,False,False,False,False,4,0,0.0,0.0,4,752.0,280.0,0.0,3,1,1,3,96,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,288.0,1.0,3,1,3,False,True,False,False,False,False,False,58,1252,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,58,0,0,58,1,2,5,5,9600,3,80.0,5,0,50,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1225,5,6,2,0,0,96,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,119000,0,0,0,False,True,6,280.0,3,0
1337,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,232.0,32.0,308.0,3,2,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,False,True,False,False,False,False,1,7,1,264.0,1.0,3,2,3,False,True,False,False,False,False,False,58,1337,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,58,0,1,2,1,3,5,5,9600,3,80.0,5,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,192,1226,8,5,2,0,0,192,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,141500,0,0,0,False,True,7,340.0,3,0
1661,0,0,0,2.0,3,True,False,False,False,False,4,2,1.0,1.0,4,161.0,831.0,0.0,3,1,1,4,0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,False,True,False,False,False,False,1,7,1,377.0,1.0,3,2,3,False,False,False,True,False,False,False,53,1661,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,53,0,1,12,1,3,5,5,9600,3,80.0,5,0,80,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28,1227,6,6,2,0,0,206,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,165500,178,0,0,False,True,8,831.0,3,0
1036,0,0,0,1.0,3,True,False,False,False,False,4,0,0.0,0.0,4,505.0,531.0,0.0,2,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,False,True,False,False,False,False,1,7,1,312.0,1.0,3,2,3,False,True,False,False,False,False,False,55,1036,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,55,0,0,55,1,2,5,5,7584,3,63.0,5,0,20,6,88.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24,1228,5,5,2,0,0,144,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,112900,0,1,0,False,True,5,531.0,3,120
902,918,0,0,2.0,4,True,False,False,False,False,4,3,0.0,0.0,4,410.0,454.0,0.0,4,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,2,False,True,False,False,False,False,1,7,1,492.0,2.0,3,1,3,False,True,False,False,False,False,False,43,1820,2,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,43,0,1,20,1,3,5,5,13700,3,75.2106704711914,2,0,60,6,288.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,84,1229,6,7,2,0,0,417,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,201800,273,0,0,False,True,8,454.0,3,60
1362,0,0,0,2.5,3,True,False,False,False,False,4,0,1.0,1.0,4,700.0,288.0,374.0,4,2,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,1,False,True,False,False,False,False,1,7,1,504.0,2.0,3,1,3,False,True,False,False,False,False,False,47,1362,1,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,47,0,0,47,1,2,5,5,10197,3,80.0,2,0,20,6,491.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20,1230,5,6,2,0,0,20,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,163000,0,0,0,False,True,6,662.0,3,0
1144,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,572.0,572.0,0.0,2,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,False,True,False,False,False,False,1,7,1,456.0,2.0,3,1,3,False,True,False,False,False,False,False,47,1144,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,47,0,0,47,1,2,5,5,7875,3,75.0,5,0,20,6,136.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1231,6,5,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,139950,0,0,0,False,True,6,572.0,3,0
1537,0,0,0,2.5,3,True,False,False,False,False,4,0,1.0,1.0,4,1319.0,0.0,0.0,1,1,1,4,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,4,1,False,True,False,False,False,False,1,7,1,462.0,2.0,3,2,3,False,True,False,False,False,False,False,46,1537,1,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,46,0,1,3,1,3,5,5,8400,3,80.0,5,0,20,6,237.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,1232,9,6,2,0,0,36,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,174000,0,0,0,False,True,7,0.0,3,0
1431,0,0,0,1.5,3,True,False,False,False,False,4,3,0.0,0.0,5,728.0,371.0,0.0,5,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,False,True,False,False,False,False,1,7,1,296.0,1.0,3,2,3,False,False,True,False,False,False,False,46,1431,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,46,0,0,46,1,2,5,5,9150,2,101.0,2,0,80,6,305.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,110,1233,5,6,2,0,0,174,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,165000,0,0,0,False,True,6,371.0,3,64
1104,884,0,0,2.5,4,True,False,False,False,False,4,0,0.0,0.0,4,529.0,575.0,0.0,3,1,1,4,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4,1,False,True,False,False,False,False,2,7,1,480.0,2.0,3,2,3,False,True,False,False,False,False,False,42,1988,1,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,42,0,1,9,1,3,5,5,14670,3,90.0,5,0,60,6,410.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,230,1234,7,6,2,0,0,230,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,227000,0,0,0,False,True,9,575.0,3,0
1098,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,196.0,902.0,0.0,4,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,260.0,1.0,3,1,3,False,True,False,False,False,False,False,53,1098,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,53,0,0,53,1,2,5,5,7390,3,75.2106704711914,2,0,20,6,151.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1235,7,5,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,135000,0,0,0,False,True,6,902.0,3,0
1144,0,0,0,2.5,3,True,False,False,False,False,4,0,1.0,1.0,4,247.0,25.0,872.0,3,2,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,336.0,1.0,3,1,3,False,False,False,False,False,True,False,46,1144,1,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,45,0,0,45,1,2,5,5,9204,3,71.0,5,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,88,1236,5,5,2,0,0,88,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,124000,0,0,0,False,True,6,897.0,3,0
1283,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,319.0,504.0,108.0,2,3,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,506.0,2.0,3,1,3,False,False,False,False,False,True,False,28,1283,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,46,0,1,28,1,2,5,5,7763,3,70.0,5,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1237,7,5,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,140000,0,0,0,False,True,6,612.0,3,0
1176,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,503.0,621.0,52.0,4,2,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,2,False,True,False,False,False,False,1,7,1,292.0,1.0,3,2,3,False,True,False,False,False,False,False,51,1176,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,51,0,0,51,1,2,5,5,8856,3,74.0,5,0,20,6,143.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,88,1238,4,5,2,0,0,183,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,136500,95,0,0,False,True,6,673.0,3,0
1440,0,0,0,3.0,2,True,False,False,False,False,4,0,1.0,1.0,4,195.0,1053.0,0.0,4,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False,False,False,2,7,1,480.0,1.0,3,2,3,False,True,False,False,False,False,False,49,1440,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49,0,1,10,1,3,5,5,9840,3,82.0,5,0,20,6,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1239,7,5,2,0,0,406,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,185000,256,0,0,False,True,7,1053.0,3,150
1261,0,0,0,2.0,3,True,False,False,False,False,4,0,1.0,1.0,4,599.0,662.0,0.0,4,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,False,True,False,False,False,False,1,7,1,433.0,2.0,3,2,3,False,True,False,False,False,False,False,50,1261,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,50,0,0,50,1,2,5,5,9120,3,76.0,5,0,20,6,0.0,False,False,False,True,False,1400,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1240,6,6,2,0,0,288,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,163000,288,0,0,False,True,6,662.0,3,0
