Order,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,SalesPriceLog,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,NeighborhoodClass,MS Zoning_ord,Street_Grvl,Street_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,RemodelAge,IsreModeled,IsNew,TotalBathrooms,TotalPorchSF,Mas Vnr Type_,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,GarageAge,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
1736,20,73.0,8993,0,2,3,4,3,3,7,5,2007,2007,0.0,1,0,3.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1302,0,0,1302,0.0,0.0,2,0,3,1,1,6,7,0,0.0,2007.0,3.0,3.0,3.0,2,0,22,0,0,0,0,0,0,0,8,2007,176485,12.080991165908294,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.0,22,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1737,20,73.0,8899,0,2,3,4,3,3,7,5,2007,2007,0.0,1,0,3.0,2.5,2.0,4.0,24.0,1.0,0.0,24.0,4,1,4.0,1340,0,0,1340,0.0,0.0,2,0,3,1,1,6,7,0,0.0,2007.0,3.0,3.0,3.0,2,100,30,0,0,0,0,0,0,0,8,2007,181134,12.106992367829498,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.0,130,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1738,60,73.0,8499,0,2,3,4,3,3,6,5,2006,2007,0.0,0,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,616,796,0,1412,0.0,0.0,2,1,3,1,1,6,7,1,3.0,2007.0,3.0,3.0,3.0,2,0,36,0,0,0,0,0,0,0,3,2007,156932,11.963567869487337,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0,0,2.5,36,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1739,60,72.0,8229,0,2,3,4,3,3,6,5,2007,2007,22.0,1,0,3.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,752,752,0,1504,0.0,0.0,2,1,3,1,1,6,7,0,0.0,2007.0,3.0,3.0,3.0,2,100,32,0,0,0,0,0,0,0,12,2007,166000,12.01974306733868,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.5,132,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1740,60,64.0,7713,0,3,3,4,3,3,7,5,2007,2007,16.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,728,728,0,1456,0.0,0.0,2,1,3,1,1,7,7,0,0.0,2007.0,3.0,3.0,3.0,2,100,24,0,0,0,0,0,0,0,7,2007,177594,12.087255325185739,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.5,124,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1741,20,64.0,7697,0,3,3,4,3,3,7,6,2007,2007,0.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1258,0,0,1258,0.0,0.0,2,0,3,1,1,6,7,0,0.0,2007.0,2.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,8,2007,173500,12.063932878369052,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1742,120,53.0,3922,0,3,3,4,3,3,7,5,2006,2007,72.0,1,0,4.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1258,0,0,1258,0.0,0.0,2,0,2,1,1,6,7,1,3.0,2007.0,3.0,3.0,3.0,2,144,16,0,0,0,0,0,0,0,6,2007,172500,12.058152515453552,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,2.0,160,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1743,120,53.0,3922,0,3,3,4,3,3,7,5,2006,2007,72.0,1,0,4.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1402,0,0,1402,0.0,0.0,0,2,2,1,1,7,7,1,3.0,2006.0,3.0,3.0,3.0,2,120,16,0,0,0,0,0,0,0,2,2007,194201,12.17664898415669,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,2.0,136,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1744,120,46.900001525878906,3621,0,3,3,4,3,3,8,5,2003,2003,72.0,1,0,3.0,2.5,3.0,4.0,1084.0,1.0,0.0,1084.0,4,1,4.0,1589,0,0,1589,1.0,1.0,2,0,2,1,1,7,7,1,2.5,2003.0,3.0,3.0,3.0,2,143,20,0,0,0,0,0,0,0,11,2007,226500,12.330500223905226,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,4,1,0,3.0,163,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1745,20,53.0,3710,0,3,3,4,3,3,7,5,2007,2007,16.0,1,0,3.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1266,0,0,1266,0.0,0.0,2,0,2,1,1,6,7,1,3.0,2007.0,3.0,3.0,3.0,2,100,16,0,0,0,0,0,0,0,8,2007,185485,12.130729295226383,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,1,2.0,116,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1747,80,65.0,16219,0,1,3,4,3,3,7,5,2004,2005,0.0,1,0,3.0,2.5,3.0,4.0,779.0,1.0,0.0,779.0,4,1,4.0,1119,0,0,1119,1.0,1.0,2,0,2,1,1,5,7,0,0.0,2004.0,3.0,3.0,3.0,2,100,24,0,0,0,0,0,0,0,4,2007,188500,12.146853285870202,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,3,2,0,0,3.0,124,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1749,60,59.0,11796,0,2,3,4,3,3,7,5,2004,2005,0.0,1,0,3.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,847,1112,0,1959,0.0,0.0,2,1,4,1,1,8,7,1,3.0,2004.0,3.0,3.0,3.0,2,100,48,0,0,0,0,0,0,0,7,2007,215000,12.2783933071098,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,2,0,0,2.5,148,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1750,20,59.0,10936,0,2,3,4,3,3,7,5,2006,2006,0.0,1,0,3.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1525,0,0,1525,0.0,0.0,2,1,3,1,1,6,7,1,3.0,2006.0,2.0,3.0,3.0,2,100,18,0,0,0,0,0,0,0,4,2007,206580,12.238443025560624,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,1,1,0,2.5,118,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1751,60,62.0,8244,0,2,3,4,3,3,7,5,2004,2004,0.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,840,880,0,1720,0.0,0.0,2,1,3,1,1,7,7,1,3.0,2004.0,3.0,3.0,3.0,2,100,48,0,0,0,0,0,0,0,5,2007,183500,12.119969946476761,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,1,0,2.5,148,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1752,80,74.20720672607422,11950,0,2,3,4,2,3,7,5,2003,2003,0.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,754,640,0,1394,0.0,0.0,2,1,3,1,1,7,7,1,2.5,2003.0,3.0,3.0,3.0,2,100,0,0,0,0,0,0,0,0,10,2007,165500,12.016726473799254,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,4,4,1,0,2.5,100,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1753,60,63.0,7875,0,3,3,4,3,3,7,5,2003,2003,16.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,847,1101,0,1948,0.0,0.0,2,1,4,1,1,8,7,1,3.0,2003.0,3.0,3.0,3.0,2,0,48,0,0,0,0,0,0,0,7,2007,211000,12.259613412458204,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,4,4,1,0,2.5,48,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1755,60,74.20720672607422,8740,0,2,3,4,3,3,7,5,2002,2002,0.0,1,0,3.0,2.5,0.0,4.0,574.0,1.0,0.0,574.0,4,1,4.0,864,1131,0,1995,0.0,0.0,2,1,4,1,1,8,7,1,3.0,2002.0,3.0,3.0,3.0,2,264,48,0,0,0,0,0,0,0,7,2007,219500,12.299107511497363,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,5,5,1,0,2.5,312,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1756,60,62.0,7917,0,3,3,4,3,3,6,5,1999,2000,0.0,0,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,953,694,0,1647,0.0,0.0,2,1,3,1,0,7,7,1,2.5,1999.0,2.0,3.0,3.0,2,0,40,0,0,0,0,0,0,0,8,2007,175000,12.072541252905651,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,8,7,0,0,2.5,40,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,8.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1757,80,76.0,9967,0,2,3,4,3,3,7,5,2000,2000,0.0,0,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,774,656,0,1430,0.0,0.0,2,1,3,1,0,8,7,1,2.5,2000.0,2.0,3.0,3.0,2,100,0,0,0,0,0,0,0,0,12,2007,170000,12.043553716032399,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,7,7,1,0,2.5,100,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1758,60,74.20720672607422,7750,0,3,3,4,3,3,7,5,2003,2003,0.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,660,660,0,1320,0.0,0.0,2,1,3,1,1,6,7,0,0.0,2003.0,3.0,3.0,3.0,2,0,48,0,0,0,0,0,0,0,8,2007,162000,11.99535161421452,1.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,4,4,1,0,2.5,48,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1759,60,58.0,9487,0,2,3,4,3,3,6,5,2000,2000,0.0,0,0,3.0,2.5,0.0,4.0,520.0,1.0,0.0,520.0,4,1,4.0,940,750,0,1690,1.0,1.0,2,1,3,1,0,7,7,1,2.5,2000.0,2.0,3.0,3.0,2,0,50,0,0,0,0,0,0,0,6,2007,187000,12.138863895836725,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,7,7,1,0,3.5,50,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1760,60,59.0,9649,0,2,3,4,3,3,6,5,1999,2000,0.0,0,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,961,683,0,1644,0.0,0.0,2,1,3,1,0,7,7,1,2.5,1999.0,2.0,3.0,3.0,2,460,42,0,0,0,0,0,0,0,5,2007,185000,12.128111104060462,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,8,7,0,0,2.5,502,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,8.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1762,60,100.0,12191,0,2,3,4,3,3,8,5,1997,1998,515.0,1,0,3.0,2.5,2.0,4.0,1181.0,1.0,0.0,1181.0,4,1,4.0,1779,772,0,2551,1.0,1.0,2,1,4,1,1,8,7,2,2.5,1998.0,3.0,3.0,3.0,2,76,61,0,0,0,0,0,0,0,6,2007,384500,12.859699067927835,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,10,9,0,0,3.5,137,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,9.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1763,60,91.62963104248047,11000,0,3,3,4,1,3,8,5,2000,2000,72.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,997,1288,0,2285,0.0,0.0,2,1,4,1,1,8,7,1,2.5,2000.0,3.0,3.0,3.0,2,0,56,0,0,0,0,0,0,0,6,2007,248000,12.421184025147118,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,7,7,1,0,2.5,56,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
